Avg_4_headway,Avg_3_speed,Avg_0_speed,Total_Crashed_Cras,Avg_2_headway,time/iterations,Avg_1_headway,Total_Lane_Changes,time/time_elapsed,Avg_1_speed,time/total_timesteps,Avg_3_headway,Avg_2_speed,time/fps,Avg_0_headway,Avg_4_speed,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_range,train/clip_fraction,train/learning_rate,train/entropy_loss,train/value_loss,train/loss,train/approx_kl,train/policy_gradient_loss,train/explained_variance,train/n_updates
0.0,4.476502043782754,5.6753962361279875,4,107.41360480599496,22,23.658297237545185,5.0,90,5.133706200253396,928,169.97816351687186,4.695570095939635,10,403.34809943205227,4.476502043782754,-40.97185380952381,43.0,,,,,,,,,,
0.0,15.15410760545479,15.116540160179794,4,157.2558445085296,23,226.0254697055335,147.0,94,15.130224151319194,962,239.49475879363183,15.133350672557139,10,169.09016913387688,15.15410760545479,-40.718495454545454,42.18181818181818,,,,,,,,,,
0.0,4.705684403897834,5.273556968880936,4,135.23760232203756,24,243.43723313615305,5.0,96,5.017588683368664,986,120.09667718717924,4.809652497054778,10,206.76024595002843,4.705684403897834,-39.725217217391304,41.82608695652174,,,,,,,,,,
,,,,,2,,,100,,1024,,,10,,,-38.43763941666666,41.083333333333336,,,,,,,,,,
0.0,15.680434993286973,14.20387100919576,3,182.40652924716946,25,414.5982885160537,285.0,103,14.871691208434786,1046,151.44221557688556,15.410853731669576,10,214.46625793958327,15.680434993286973,-38.43763941666666,41.083333333333336,0.2,0.5814453125,0.0003,-8.038944554328918,122.10018249750138,82.90938568115234,0.03316757,-0.12018971298821271,0.006458580493927002,20
0.0,5.604970341955189,3.3526878367155937,4,198.98901567874373,26,173.67391396876258,5.0,105,4.367903370891717,1070,291.55288911650837,5.192614684934032,10,277.41928272904215,5.604970341955189,-38.27044856,41.84,,,,,,,,,,
0.0,13.312128756152088,13.731234816944843,4,153.32639344234258,27,209.50253028319315,54.0,106,13.541922458820752,1082,208.34095157851522,13.388726657041643,10,214.22915209744644,13.312128756152088,-37.979414115384614,41.15384615384615,,,,,,,,,,
0.0,15.869091219162199,12.979949829485925,2,201.7080279664699,28,980.9783732992041,4.0,112,14.285178659838657,1142,189.9957980425529,15.341120366054351,10,107.432316168527,15.869091219162199,-37.446166407407404,40.074074074074076,,,,,,,,,,
0.0,9.632003285040804,10.979598020042403,4,149.13658026181054,29,128.98952710296652,182.0,116,10.297751118898027,1186,208.65660602248892,9.853919229659876,10,227.85885375007248,9.632003285040804,-38.122944,40.785714285714285,,,,,,,,,,
0.0,7.76469115783168,7.324853789405591,4,99.03442650321426,30,379.2289375413809,5.0,120,7.523163069810028,1221,336.2288664150951,7.684181795157796,10,200.9179157467155,7.76469115783168,-38.546710862068956,40.89655172413793,,,,,,,,,,
0.0,10.217088771513621,11.553108175679313,4,106.91358567332601,31,173.39356060705953,254.0,125,10.946056215488849,1273,147.64675079496556,10.460077919505366,10,134.10539598026133,10.217088771513621,-37.755153833333324,40.7,,,,,,,,,,
0.0,5.046796408747856,5.614199130140554,4,138.08094021687737,32,331.28402346879955,5.0,126,5.3584360040979835,1286,170.83265044862094,5.150676273864565,10,158.09772007878513,5.046796408747856,-39.392624709677406,41.064516129032256,,,,,,,,,,
0.0,15.36322395897127,15.42444558799156,3,194.46660580906322,33,198.38417304298312,289.0,132,15.357586017403404,1346,171.05312721218044,15.255249538209494,10,396.43222949126164,15.36322395897127,-38.73730315624999,40.1875,,,,,,,,,,
0.0,10.832048690829968,8.8221642038055,3,440.833029672531,34,671.4798767294541,4.0,138,9.796269205029722,1406,325.8636854881138,10.893723175405993,10,430.96209559792885,10.832048690829968,-38.75344703030302,40.78787878787879,,,,,,,,,,
0.0,16.60828653860559,15.13628273700654,4,199.8740971787332,35,285.83747158579524,267.0,143,15.950896674359743,1464,207.63769145723745,16.39605377560571,10,311.9330638594093,16.60828653860559,-39.652517029411754,41.35294117647059,,,,,,,,,,
0.0,14.973122346926042,12.764694449435304,2,293.60766395677206,36,378.4190727805958,5.0,149,14.06515852802979,1524,196.8761113651476,14.670467740627291,10,567.4027134629459,14.973122346926042,-39.414555342857135,41.82857142857143,,,,,,,,,,
,,,,,3,,,151,,1536,,,10,,,-39.030084472222214,42.333333333333336,,,,,,,,,,
0.0,10.51526740131937,8.569622403870174,4,247.33227317546823,37,133.70408843971828,185.0,155,9.452347998547996,1574,379.5641042973749,10.16096093372891,10,205.08141899870947,10.51526740131937,-39.030084472222214,42.333333333333336,0.2,0.6064453125,0.0003,-8.032374811172485,111.05591034889221,68.59844207763672,0.037755005,-0.12090137347113342,0.0001214742660522461,30
0.0,5.607526155569776,3.355479674697559,4,152.27644811194887,38,248.66298506171768,5.0,157,4.370588798174941,1602,415.42736263255074,5.195213703104831,10,97.60680375811239,5.607526155569776,-39.634402405405396,42.54054054054054,,,,,,,,,,
10.962915299708268,12.65470208102581,14.286050220849186,4,83.82935738670996,39,170.469911327075,294.0,164,13.50253500159219,1662,124.4799503082961,12.774957659051717,10,252.03828787701502,12.65470208102581,-39.51663894736841,42.1578947368421,,,,,,,,,,
0.0,4.819617510877079,6.016068241963763,4,9.768224757424832,40,26.038499376049458,5.0,168,5.475483001802049,1704,239.6626469366497,5.0382393411854025,10,397.2530119305917,4.819617510877079,-39.818398948717935,42.61538461538461,,,,,,,,,,
0.0,10.646252170039881,11.63078157759931,4,145.40076906736252,41,164.85574282507633,238.0,173,11.154112929752806,1753,155.44205753441352,10.694010820910483,10,347.73040721290346,10.646252170039881,-39.716416125,42.6,,,,,,,,,,
0.0,4.68123591121725,5.56354424349759,4,16.14300211994771,42,370.0968445741345,3.0,175,5.032674597779101,1776,4.866814173439479,4.7983821400712,10,145.82052227008762,4.68123591121725,-39.89361880487805,42.75609756097561,,,,,,,,,,
0.0,12.763746838149922,13.771537172949797,4,130.40041375854258,43,175.53596767982836,163.0,179,13.313929582945436,1819,141.22385439336077,12.947141086415094,10,339.23431404454294,12.763746838149922,-39.641208500000005,42.285714285714285,,,,,,,,,,
0.0,6.994024927158744,4.17754692846129,4,190.12422844609614,44,101.64974832832468,5.0,183,5.447073487499004,1857,524.4977443896473,6.478374447272164,10,128.7569910533116,6.994024927158744,-39.70017225581396,42.30232558139535,,,,,,,,,,
0.0,10.706261074887689,11.493980212942347,4,165.6537135209849,45,181.54119253894774,103.0,185,11.137805860150966,1879,238.61819828222778,10.850109336642111,10,153.5491604711308,10.706261074887689,-39.99365011363637,42.20454545454545,,,,,,,,,,
92.98128605922716,5.156542555763901,4.526800704555528,4,289.8405683419023,46,240.88156405858206,5.0,189,4.716116356021933,1918,0.0,4.936329455892917,10,299.7346909999509,4.936329455892917,-39.84027617777778,41.75555555555555,,,,,,,,,,
1.5242833780201173,16.199958211278062,14.52132185562051,2,380.5056510481738,47,183.8653227823848,231.0,195,15.299199522385427,1978,179.3336664105438,15.898501964707997,10,124.21048096137216,16.196348160460506,-39.34006271739131,41.69565217391305,,,,,,,,,,
303.1945702649741,5.192250666305792,4.563397277769896,4,375.740386692564,48,75.03953889283048,5.0,201,4.752444725878508,2038,0.0,4.97234769609215,10,603.0412076500471,4.97234769609215,-39.462884574468085,42.08510638297872,,,,,,,,,,
,,,,,4,,,202,,2048,,,10,,,-39.480165854166664,42.458333333333336,,,,,,,,,,
9.474830320780441,14.83294432627889,14.807342331006437,4,143.86990953938994,49,148.0942261011473,130.0,204,14.814153390255733,2069,301.30978735852796,14.824390024998113,10,192.01145727979969,14.826072358459713,-39.480165854166664,42.458333333333336,0.2,0.6763671875,0.0003,-8.02468662261963,77.46179482936859,37.28423309326172,0.046005525,-0.12273744939593598,5.1915645599365234e-05,40
0.0,5.825684950204655,5.973482983565848,4,24.538746481511907,50,293.82682341354666,4.0,209,5.609199876159744,2117,12.908845560260033,5.753523258856352,10,29.735096355765336,5.825684950204655,-39.10434563265306,42.224489795918366,,,,,,,,,,
0.0,22.392548734541815,23.279828626512572,4,182.76617343948513,51,183.8452960521339,42.0,210,22.852420032042787,2127,167.0018700794466,22.545839167042136,10,179.29232649434513,22.392548734541815,-39.864470579999995,42.34,,,,,,,,,,
0.0,6.809085027667521,4.534753333617168,4,176.7520996420502,52,18.001073805866554,4.0,214,5.632199701412844,2162,463.08045287789264,6.416789918915962,10,329.55616504075795,6.809085027667521,-39.16343537254902,41.705882352941174,,,,,,,,,,
0.0,11.193352845135486,12.166843550851757,4,287.50734768008283,53,103.22399205335937,172.0,218,11.729511248394575,2199,82.21661951309015,11.372072312888514,10,161.10770443114072,11.193352845135486,-39.47878125,41.57692307692308,,,,,,,,,,
0.0,6.637554899769647,8.092793776143083,4,24.882644712046613,54,261.8785539517637,4.0,222,7.435281796290169,2241,2.8024793543804662,6.903463865276487,10,123.3403589537836,6.637554899769647,-40.09631598113207,41.490566037735846,,,,,,,,,,
0.0,11.01567115290936,12.4634632440415,4,98.19515260275801,55,183.40992003579393,195.0,226,11.810002687710313,2281,150.55590317930086,11.280448331176338,10,259.27723305511125,11.01567115290936,-39.90363181481481,41.5,,,,,,,,,,
0.0,5.074158757120383,5.594205633231347,4,104.9791621838931,56,418.18561648307025,5.0,228,5.342186944487247,2308,42.13983886931237,5.058149258497617,10,201.25939373606423,5.074158757120383,-40.0602709090909,41.472727272727276,,,,,,,,,,
0.0,12.849635917868001,11.728776744764744,4,211.0299941342868,57,124.77565096680692,110.0,231,12.23249996281872,2332,269.1339866144044,12.639709843741777,10,263.65891197523183,12.849635917868001,-40.1328168392857,41.214285714285715,,,,,,,,,,
0.0,4.661990668996442,5.1396985217545215,4,253.24584561282984,58,11.274962728790001,4.0,233,4.909362722250386,2361,124.3520928048722,4.74444802008109,10,127.71553462691509,4.661990668996442,-39.98149749122806,40.91228070175438,,,,,,,,,,
0.0,14.658347468691115,14.446048337162972,4,153.67715601417646,59,230.57335936113705,52.0,235,14.540645488842479,2375,217.40361888845834,14.619113475408232,10,185.60361482619706,14.658347468691115,-39.817787086206884,40.706896551724135,,,,,,,,,,
0.0,5.09504465809562,4.392991489004841,4,713.2933491851463,60,407.10487413589044,5.0,241,4.712023523944785,2435,46.201314454053545,4.967370946712008,10,11.288087861958957,5.09504465809562,-39.50513940677965,40.25423728813559,,,,,,,,,,
0.0,9.051803195298628,9.993751620225567,4,145.25129386076011,61,198.01049376217006,191.0,245,9.560364082883208,2478,182.74307248119393,9.221323491160152,10,139.5262836406477,9.051803195298628,-40.10763411666665,40.583333333333336,,,,,,,,,,
0.0,4.560952927719009,5.756342320151645,4,140.62851942709472,62,27.983014521840005,4.0,248,5.216235850745518,2503,241.3747298418739,4.779380568727845,10,383.238180179825,4.560952927719009,-40.36738247540982,40.622950819672134,,,,,,,,,,
0.0,12.675978002598221,13.018777825378606,4,127.69839163554255,63,229.7811769536755,88.0,250,12.864079705098439,2523,229.20321766463044,12.738678570098294,10,207.25524641660618,12.675978002598221,-40.51956241935482,40.37096774193548,,,,,,,,,,
0.0,6.88225840931646,4.078180783512412,4,120.31359114628458,64,241.2141702781479,5.0,251,5.342089332721462,2540,312.7972527332597,6.3688687171181275,10,222.14156658184135,6.88225840931646,-40.31687634920633,40.04761904761905,,,,,,,,,,
,,,,,5,,,253,,2560,,,10,,,-39.908863609375,39.6875,,,,,,,,,,
0.0,15.708971946976284,14.963611772721984,4,139.24883241617027,65,165.43254319286538,125.0,255,15.298619051861031,2569,272.9449236918275,15.572187648604535,10,264.21907232368636,15.708971946976284,-39.908863609375,39.6875,0.2,0.68046875,0.0003,-8.017567545175552,152.27372460365297,87.11906433105469,0.045515858,-0.1288594679441303,1.4126300811767578e-05,50
0.0,4.6245362229139175,5.515312164453709,4,20.35308782232937,66,231.32446851877376,5.0,259,4.979349291229074,2605,204.95400759612653,4.742807245685636,10,431.5409520677515,4.6245362229139175,-39.664636984615385,39.52307692307692,,,,,,,,,,
121.79233934734111,9.340300772048522,8.89492471360979,4,354.57007668211855,67,299.45382953339254,237.0,265,9.028362636431552,2665,46.39085180941646,9.185263131496413,10,191.85057288885477,9.187125986009168,-39.307773924242426,39.46969696969697,,,,,,,,,,
0.0,5.0956449387261635,4.393608990701982,4,695.7146430708219,68,150.14035477304878,5.0,271,4.712633204275933,2725,164.22654060704008,4.967974360576086,10,301.4084552833648,5.0956449387261635,-40.162396895522384,39.776119402985074,,,,,,,,,,
0.0,14.883350705011523,15.860545923757195,4,137.1607113777809,69,229.61445819573981,83.0,273,15.418979430495888,2747,224.85446149558345,15.061893613506312,10,171.49907300570644,14.883350705011523,-40.49778117647059,40.0735294117647,,,,,,,,,,
0.0,5.484141325362044,3.38276207468648,4,12.352530086254319,70,208.00906137509628,5.0,278,4.6374342506514,2796,551.665412826012,5.20190563379183,10,89.59036389607581,5.484141325362044,-40.27419088405797,39.81159420289855,,,,,,,,,,
0.0,13.931876505913051,12.09901417128087,4,148.50735165754327,71,354.63537707873235,197.0,282,12.933475338687334,2837,240.81164992924434,13.59907611683781,10,151.781028696977,13.931876505913051,-40.39432028571429,39.94285714285714,,,,,,,,,,
0.0,6.072421254245007,5.194408425746677,4,485.4025309940547,72,268.1756365271359,5.0,286,5.593422103355004,2875,79.83285464349092,5.9127548706150055,10,179.60211878966425,6.072421254245007,-40.30312981690141,39.95774647887324,,,,,,,,,,
104.43348788813876,11.007764868159022,10.952392044072598,4,263.5216801008958,73,199.64150036999564,240.0,292,10.934937121701706,2935,45.618417367733336,10.947020257250179,10,320.9132326184373,10.8983587818898,-40.14735454166666,39.93055555555556,,,,,,,,,,
0.0,5.185141623507066,4.48535484940189,4,733.0144722144041,74,76.4427281542902,5.0,297,4.803356719837353,2995,146.24687726554248,5.057879988950495,10,340.3137195112546,5.185141623507066,-40.93480820547945,40.205479452054796,,,,,,,,,,
0.0,19.83379158018274,19.51081331986725,4,235.73021692814902,75,181.28233903488146,46.0,299,19.656727840085157,3006,193.40062291568566,19.774770333483545,10,202.54042077237906,19.83379158018274,-41.14706247297297,40.472972972972975,,,,,,,,,,
0.0,5.285139710349671,5.400336582393939,4,242.94760598354264,76,242.19371786095599,5.0,305,5.115451838042314,3066,68.40690278743614,5.228577086247219,10,760.8963803772617,5.285139710349671,-40.66450464,40.08,,,,,,,,,,
,,,,,6,,,305,,3072,,,10,,,-40.58432113157894,40.3421052631579,,,,,,,,,,
0.0,13.663380997261864,14.507104827335244,4,146.59171500584236,77,201.57211924353803,112.0,308,14.113390301836544,3096,146.72802526592707,13.81338409878676,10,225.58199569345527,13.663380997261864,-40.58432113157894,40.3421052631579,0.2,0.6267578125,0.0003,-8.010646545886994,148.8884868144989,79.56793975830078,0.044282768,-0.11875981879420579,2.2649765014648438e-06,60
0.0,5.448519126985639,3.629144146228713,4,127.50400380328051,78,17.89239577116689,5.0,314,4.5070576745467505,3156,718.9597400209543,5.134698642839343,10,258.68437314637936,5.448519126985639,-40.559513220779216,40.20779220779221,,,,,,,,,,
0.0,14.647734911796839,13.675379501338822,3,259.3590035395711,79,340.78668224457624,274.0,320,14.143351358028026,3216,221.82995023982497,14.655174862367987,10,224.01930802219985,14.647734911796839,-40.76846648717948,40.46153846153846,,,,,,,,,,
0.0,4.449508547010117,5.641256210532892,4,1.527134603345985,80,199.70140824315285,5.0,324,5.102795152947109,3259,126.74852490107378,4.6672707489891145,10,39.63280251441188,4.449508547010117,-41.100609848101264,40.70886075949367,,,,,,,,,,
0.0,14.53285235942474,15.38685621678954,4,184.24482300074285,81,269.3399537579226,66.0,327,15.002858382930182,3284,94.84046218808915,14.689521033926551,10,111.5746872296311,14.53285235942474,-41.0683116125,40.7375,,,,,,,,,,
0.0,5.708507064573046,3.465048039632129,4,55.3485754734171,82,85.85123876151101,4.0,332,4.47628642913074,3338,757.1566722002099,5.297766852758944,10,182.17545753695288,5.708507064573046,-40.946254999999994,40.54320987654321,,,,,,,,,,
0.0,11.46864298713568,12.908557803999305,4,119.68028748022611,83,134.2933942056687,272.0,339,12.234750204541868,3398,141.12129922960864,11.72401205960441,10,135.98950755600416,11.46864298713568,-41.366855951219506,40.707317073170735,,,,,,,,,,
0.0,16.225008536757265,13.353884484656817,2,156.29700733355457,84,766.0115236555844,5.0,345,14.650971652312709,3458,201.47737085054928,15.700329575275747,10,238.36333290421294,16.225008536757265,-41.87922396385541,40.93975903614458,,,,,,,,,,
0.0,12.308542445389858,11.665438380964186,4,286.70408677529247,85,251.2002374941331,117.0,347,11.95718618642842,3483,140.0533273346619,12.191423692402712,10,104.69888142727912,12.308542445389858,-41.928244559523804,41.166666666666664,,,,,,,,,,
0.0,9.641707023437718,8.555272854864462,3,572.0720524709934,86,77.12497436726449,5.0,353,9.087102927187669,3543,48.16329787719201,9.66448104736456,10,658.4868518918156,9.641707023437718,-41.886198329411755,40.976470588235294,,,,,,,,,,
,,,,,7,,,357,,3584,,,10,,,-41.902832662790686,41.19767441860465,,,,,,,,,,
0.0,11.373057334021407,11.610849000438328,4,173.34025641851372,87,144.51943532989972,265.0,359,11.420930316751138,3603,245.24367935717683,11.39241896306263,10,315.4912236102093,11.373057334021407,-41.902832662790686,41.19767441860465,0.2,0.6185546875,0.0003,-8.003412920236588,129.04060678482057,60.06571960449219,0.044221386,-0.11703395604272374,8.940696716308594e-07,70
0.0,5.722501469232251,6.837538292544712,4,72.53860391857916,88,186.68879089406698,5.0,362,6.1666409448719754,3633,115.0104559843312,5.870547961112159,10,441.40515059275356,5.722501469232251,-41.77303173563218,41.41379310344828,,,,,,,,,,
0.0,9.770248535210625,7.671089745375824,4,165.49550319002225,89,166.22950412190315,147.0,366,8.612723884454697,3670,373.291450206478,9.38440698495865,10,256.0085891278341,9.770248535210625,-41.65373736363636,41.28409090909091,,,,,,,,,,
130.6612172760283,10.380955888669444,10.77311751125854,3,0.0,90,177.0037828575637,5.0,372,10.511676429532477,3730,345.9823031320741,9.988069980290973,10,406.2461134214782,10.380955888669444,-42.240893797752804,41.235955056179776,,,,,,,,,,
2.1419871684594805,15.028844396242631,12.59164962815682,3,264.64630996967253,91,386.894066782406,297.0,378,13.691113156002386,3790,192.78393806134446,14.575778910337418,10,269.1299006066414,15.028844396242631,-42.24999384444444,41.44444444444444,,,,,,,,,,
0.0,5.5065150091378765,7.009342261696364,4,32.92899827881456,92,22.532043256210954,5.0,382,6.33032777517597,3829,181.11909162109373,5.781119264483908,10,453.8488967621968,5.5065150091378765,-42.5163826043956,41.64835164835165,,,,,,,,,,
144.63692064233098,8.736507548496741,8.32811673863293,4,462.67677115787546,93,192.57690653438,297.0,388,8.449546349922334,3889,49.597549164007894,8.591853490096492,10,68.52735159490747,8.589506571870395,-42.38512320652173,41.619565217391305,,,,,,,,,,
0.0,4.689919610347282,5.147015997962912,4,269.3497858301565,94,27.665750904581046,5.0,391,4.926455259322232,3927,116.75369896059419,4.768764826672265,10,123.80494641914117,4.689919610347282,-43.2882688172043,41.81720430107527,,,,,,,,,,
0.0,11.873226856341685,9.464964507350656,4,321.1421832559008,95,256.6846488802576,253.0,396,10.551699578002731,3980,222.17360891659567,11.432717763562025,10,169.75974555327267,11.873226856341685,-43.18344168085106,41.776595744680854,,,,,,,,,,
0.0,9.738380487071938,11.54396615912006,3,78.71472487662459,96,192.3848856435643,5.0,399,10.72889299730198,4008,128.84743095748718,10.068551323815285,10,392.33518866731447,9.738380487071938,-43.17587887368421,41.89473684210526,,,,,,,,,,
0.0,9.122565469796434,10.279012770752924,4,222.62441988928828,97,142.27722775317866,145.0,403,9.755565829788143,4039,146.4547915976122,9.333565589793674,10,134.7639013183559,9.122565469796434,-42.90667159375,41.75,,,,,,,,,,
0.0,5.511509430844946,7.003529055009022,4,173.74711542253124,98,182.21705033219268,4.0,404,6.329397713588529,4057,224.02587089356575,5.78413885842614,10,59.75505758808612,5.511509430844946,-42.840733329896906,41.63917525773196,,,,,,,,,,
,,,,,8,,,408,,4096,,,10,,,-42.805406255102035,41.39795918367347,,,,,,,,,,
0.0,13.556838794757306,11.734926269255451,4,301.404439356193,99,153.24611545441934,183.0,410,12.557293191472558,4107,190.16532775934058,13.22365692699573,10,389.9672724910159,13.556838794757306,-42.805406255102035,41.39795918367347,0.2,0.6748046875,0.0003,-7.994469606876374,197.58467831611634,91.61958312988281,0.054379668,-0.1145412711892277,0.0,80
0.0,6.166577651223567,5.568284304341139,4,30.178531751618152,100,47.04427157308021,5.0,414,5.877911895031166,4147,457.81395769970504,6.070355732492766,10,273.31213270229284,6.166577651223567,-42.92576388888888,41.484848484848484,,,,,,,,,,
0.0,12.27791624963771,11.462722569136004,4,141.33072441766657,101,176.4163811315086,170.0,418,11.968432495321213,4193,354.78386905598194,12.174754998198877,10,182.27312391138568,12.27791624963771,-42.93570421999999,41.47,,,,,,,,,,
0.0,6.2932144504534655,6.992391138578785,4,172.52192984393514,102,378.8556730559594,5.0,421,6.677239672658445,4219,30.588408911254646,6.421222857855125,10,99.13474001767167,6.2932144504534655,-43.09077020999998,41.49,,,,,,,,,,
0.0,14.912995083363535,14.061983637542742,4,146.39192568159828,103,229.6092505735988,81.0,423,14.445294663183967,4238,237.11468300153075,14.757094943303679,10,171.37332741150414,14.912995083363535,-42.936607779999996,41.26,,,,,,,,,,
0.0,7.000907912537603,4.185064848339047,4,181.99692205900908,104,107.10452059681006,5.0,429,5.4543051503822415,4298,732.4314006523716,6.485373658485816,10,169.983907283113,7.000907912537603,-42.507541790000005,40.94,,,,,,,,,,
0.0,9.45820599434484,7.515761458365351,4,128.42793506223904,105,269.91128467383476,284.0,434,8.391194883559566,4358,416.6850637028306,9.102535624083089,10,159.38135613699495,9.45820599434484,-42.880150930000006,41.05,,,,,,,,,,
322.2152067788197,5.262530186005419,5.444043914884874,4,0.0,106,11.811106427348022,4.0,440,5.323034762298571,4418,539.4067283597028,5.080484451455897,10,556.7929979549381,5.262530186005419,-42.80317631,41.22,,,,,,,,,,
55.13902535301426,10.18933792028234,10.126715822085066,4,253.4646770686794,107,233.6690422629855,193.0,445,10.111856212405907,4468,71.70273685593173,10.126047460033279,10,252.42837921456217,10.088843184273196,-43.54203116000001,41.22,,,,,,,,,,
0.0,5.039598601855908,4.562873089347863,4,144.90708327921857,108,405.1307765164564,5.0,452,4.809583966798393,4528,156.63203402510908,4.962927056836737,10,202.72416939398204,5.039598601855908,-44.12482304,41.12,,,,,,,,,,
