rollout/exploration_rate,Avg_2_headway,time/fps,Avg_0_headway,time/total_timesteps,time/episodes,time/time_elapsed,Total_Lane_Changes,Total_Crashed_Cras,Avg_1_speed,Avg_2_speed,Avg_0_speed,Avg_1_headway,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate
0.7164899999999996,0.0,11,28.276562609140797,12235,307,1095,3.0,2,9.66637861181632,9.66637861181632,9.963204122445202,326.5533178515576,-13.17472789,39.93,3033,0.19974461197853088,0.005
0.7164750000000001,,11,,12235,308,1095,,,,,,,-13.3019498,39.6,,,
0.7161900000000002,0.0,11,276.848650187117,12255,308,1096,59.0,2,17.36456616343948,17.36456616343948,17.64483763902924,242.10911133241956,-13.3019498,39.6,3038,0.035714734345674515,0.005
0.7152900000000002,0.0,11,374.23678154656193,12315,309,1102,3.0,2,8.13857426879741,8.13857426879741,7.667005351565873,798.3241213884487,-13.309274839999995,39.2,3053,0.13591621816158295,0.005
0.7151550000000004,0.0,11,304.75323842765437,12324,310,1103,25.0,2,25.08485014891243,25.08485014891243,25.0428975496936,346.3018713177936,-13.29354154,39.2,3055,0.08290891349315643,0.005
0.7148699999999997,0.0,11,170.09015388128023,12343,311,1104,3.0,2,16.227067933884918,16.227067933884918,15.883315809160738,421.7600078796619,-13.246483979999999,38.69,3060,0.03107692487537861,0.005
0.7148550000000001,,11,,12343,312,1104,,,,,,,-13.134009700000002,38.58,,,
0.71427,0.0,11,235.92630168148474,12383,312,1108,113.0,2,14.69555854914138,14.69555854914138,14.986290346848916,210.99584439657235,-13.134009700000002,38.58,3070,0.12767371535301208,0.005
0.713925,0.0,11,304.77611080559564,12406,313,1110,2.0,2,12.328978156171644,12.328978156171644,12.616596667260906,106.91946282929985,-13.143109530000002,38.68,3076,0.13969680666923523,0.005
0.7134150000000004,0.0,11,259.43053901101655,12440,314,1113,99.0,2,14.258066391964975,14.258066391964975,14.605757453705259,191.32413726397462,-13.01019432,38.65,3084,0.17763084173202515,0.005
