time/episodes,Total_Lane_Changes,time/fps,time/total_timesteps,Total_Crashed_Cras,Avg_0_speed,Avg_1_speed,Avg_1_headway,Avg_2_headway,Avg_0_headway,Avg_2_speed,time/time_elapsed,rollout/exploration_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss,train/learning_rate
28,93.0,12,1168,2,14.229768548235626,13.93691368868374,195.01933908666751,7.522739143283953,249.80596756974754,13.909867305641166,96,0.8824950000000005,40.5,-10.132991821428572,266,0.028644436970353127,0.005
29,3.0,12,1200,2,8.138542747086136,7.902757973879137,162.6883093135134,0.0,118.00871899957917,7.902757973879137,99,0.882015,40.275862068965516,-10.387464172413793,274,0.03549923747777939,0.005
30,150.0,12,1260,2,12.715851482794468,13.126406719639588,456.0540074128395,0.0,349.8105060019993,13.126406719639588,104,0.8811149999999999,40.0,-10.498350166666667,289,0.07637958228588104,0.005
31,3.0,12,1267,2,16.507758697846825,16.400472587688988,263.3620484426418,0.0,330.1112021553394,16.400472587688988,104,0.8810100000000002,40.645161290322584,-10.806037612903227,291,0.045369215309619904,0.005
32,,12,1267,,,,,,,,104,0.8809949999999998,39.59375,-10.51355834375,,,
32,168.0,12,1327,2,12.503871138129442,10.830476916569522,250.96401508374407,1.9855307675712075,172.57221253693234,10.830476916569522,109,0.8801100000000002,39.59375,-10.51355834375,306,0.031996358186006546,0.005
33,3.0,12,1387,2,9.250604137505945,9.846581340751781,784.4042354075912,0.0,349.7335343386626,9.846581340751781,114,0.87921,40.21212121212121,-11.662321939393939,321,0.01821725443005562,0.005
34,117.0,12,1447,2,18.062816768835567,17.907473753662924,250.75388815885154,0.0,290.82298672556425,17.907473753662924,119,0.8783099999999999,40.794117647058826,-11.905723,336,0.062110535800457,0.005
35,3.0,12,1507,2,10.514416053904519,9.313414027007441,371.8438762932258,0.0,49.80617090422379,9.313414027007441,124,0.8774099999999999,41.34285714285714,-11.009439914285714,351,0.06729638576507568,0.005
36,,12,1507,,,,,,,,124,0.8773950000000004,41.861111111111114,-11.559751111111112,,,
36,175.0,12,1567,1,16.38629615415191,16.561346837876577,296.8065053047766,0.0,491.04953727238376,16.561346837876577,129,0.8765099999999999,41.861111111111114,-11.559751111111112,366,0.01711334101855755,0.005
37,3.0,12,1586,2,9.991023572890995,9.693426782435417,144.13810679508526,0.0,307.91582286595076,9.693426782435417,130,0.876225,42.351351351351354,-11.193667675675675,371,0.00957708153873682,0.005
38,93.0,12,1622,2,13.85922662639931,13.581951362965462,242.0517785530373,0.0,216.57830842834625,13.581951362965462,133,0.8756850000000003,41.73684210526316,-10.920173184210526,380,0.04513198882341385,0.005
39,2.0,12,1682,2,10.500726002542269,9.299146715057006,324.1426391112316,0.0,32.75656137428405,9.299146715057006,138,0.8747850000000001,41.58974358974359,-10.934975461538462,395,0.018584979698061943,0.005
40,,12,1682,,,,,,,,138,0.8747699999999998,42.05,-11.675560475000001,,,
40,104.0,12,1718,1,16.32016963140123,15.907892732701768,186.41497127398495,0.0,276.2381479178069,15.907892732701768,141,0.8742449999999997,42.05,-11.675560475000001,404,0.01535161305218935,0.005
41,3.0,12,1756,2,7.496663430619332,7.971564267974832,590.2635823635746,0.0,280.9847190052086,7.971564267974832,144,0.873675,41.90243902439025,-11.379716731707317,413,0.03786223381757736,0.005
42,47.0,12,1781,2,11.4221460583537,11.249359041147175,286.26570817852695,0.0,203.72410198630348,11.249359041147175,146,0.8733,41.80952380952381,-11.376007142857143,420,0.02500409260392189,0.005
43,2.0,12,1827,2,10.627100236183086,9.413090681507448,116.5787291012997,0.0,700.4031399564611,9.413090681507448,150,0.8726100000000001,41.41860465116279,-11.609028813953488,431,0.025232555344700813,0.005
44,,12,1827,,,,,,,,150,0.8725949999999997,41.52272727272727,-11.618414454545455,,,
44,43.0,12,1846,2,16.380156840596193,16.06358135643876,220.92152095700357,0.0,347.44480710229044,16.06358135643876,152,0.8723250000000002,41.52272727272727,-11.618414454545455,436,0.02543463557958603,0.005
45,3.0,12,1889,2,8.060597444660372,8.524963327148942,398.91912869291355,0.0,512.1594964457888,8.524963327148942,155,0.87168,41.022222222222226,-11.484778111111112,447,0.03046196699142456,0.005
46,155.0,12,1949,2,15.581747412296943,15.132649825417444,290.95916640113904,0.0,313.91735026204685,15.132649825417444,160,0.8707799999999999,41.06521739130435,-11.454032978260871,462,0.035436224192380905,0.005
47,3.0,12,2009,2,10.079085982181752,8.863949338261001,191.5617656890388,0.0,532.9002040356297,8.863949338261001,165,0.8698799999999999,41.46808510638298,-11.298112617021276,477,0.029254302382469177,0.005
48,,12,2009,,,,,,,,165,0.8698650000000003,41.854166666666664,-11.1131441875,,,
48,48.0,12,2034,2,12.480443324342861,12.293164313166056,302.4193916744901,0.0,196.32467492644656,12.293164313166056,168,0.869505,41.854166666666664,-11.1131441875,483,0.06162041053175926,0.005
49,3.0,12,2046,2,9.997061896732863,9.700574291590028,295.70328171221854,0.0,221.41047801578947,9.700574291590028,169,0.8693249999999997,41.51020408163265,-11.29658048979592,486,0.009604593738913536,0.005
50,108.0,12,2106,1,17.10127607595696,17.300799660772128,273.6115297460661,0.0,615.4772192950534,17.300799660772128,173,0.8684249999999997,40.92,-11.124963600000001,501,0.07313771545886993,0.005
51,3.0,12,2130,2,9.421901330107012,10.014527907145697,467.23832540975195,0.0,166.36630647777827,10.014527907145697,175,0.8680650000000001,41.294117647058826,-10.871493137254904,507,0.04282912611961365,0.005
52,,12,2130,,,,,,,,175,0.8680499999999998,40.96153846153846,-10.630178000000003,,,
52,25.0,12,2142,2,22.077964589767653,22.164056198520406,299.19216248251473,0.0,275.58950787483735,22.164056198520406,176,0.867885,40.96153846153846,-10.630178000000003,510,0.020307589322328568,0.005
53,2.0,12,2202,2,9.370463096464913,9.964096309413083,1012.7420744337735,0.0,301.5591204453872,9.964096309413083,181,0.8669849999999999,40.41509433962264,-10.315155962264154,525,0.03361964970827103,0.005
54,43.0,12,2224,2,11.806344941406818,11.660067074694886,331.2353524900662,0.0,209.97103064700616,11.660067074694886,183,0.8666550000000004,40.77777777777778,-11.190032370370373,530,0.1065777912735939,0.005
55,3.0,12,2229,2,22.574648843962606,22.722596132281808,287.96533311714666,0.0,291.1408045855431,22.722596132281808,183,0.8665799999999999,40.43636363636364,-11.350675072727276,532,0.10435555875301361,0.005
56,,12,2229,,,,,,,,183,0.8665650000000003,39.80357142857143,-11.124670232142856,,,
56,171.0,12,2289,2,13.158948732912565,13.512097683255993,369.70278914155625,0.0,381.66520839323266,13.512097683255993,188,0.8656799999999998,39.80357142857143,-11.124670232142856,547,0.08579465746879578,0.005
57,3.0,12,2315,2,9.980592055977738,9.682889858850043,66.76114298453274,0.0,495.1586395735519,9.682889858850043,190,0.8652900000000003,40.1578947368421,-11.036614105263155,553,0.013226857408881187,0.005
58,162.0,12,2375,2,16.1573341343433,16.31907626001575,279.7664894778788,0.0,528.1170023883293,16.31907626001575,195,0.8643900000000002,39.91379310344828,-10.991075499999997,568,0.040763940662145615,0.005
59,3.0,12,2402,2,8.9615842581609,9.562719662433205,512.2659261307746,0.0,254.94709205863649,9.562719662433205,198,0.8639850000000002,40.25423728813559,-10.853157610169488,575,0.08161137253046036,0.005
60,,12,2402,,,,,,,,198,0.8639699999999998,40.03333333333333,-10.89674993333333,,,
60,61.0,12,2425,2,13.232794622913282,13.07143499749498,248.86099930787955,0.0,378.2780748862978,13.07143499749498,200,0.8636400000000003,40.03333333333333,-10.89674993333333,581,0.04701782763004303,0.005
61,3.0,12,2484,2,9.321078876150608,9.91567851691032,770.6635950513755,0.0,242.56612922560305,9.91567851691032,204,0.8627549999999998,39.75409836065574,-10.893254229508193,595,0.03486676141619682,0.005
62,35.0,12,2502,2,15.071636605085288,14.840615259307688,253.60257643291266,0.0,313.55468569730846,14.840615259307688,206,0.8624850000000004,40.064516129032256,-10.822943919354834,600,0.028358060866594315,0.005
63,3.0,12,2562,2,7.940372023481941,8.407089067813812,798.5746171592657,0.0,261.07516668164476,8.407089067813812,211,0.8615850000000003,39.714285714285715,-10.759433238095234,615,0.02635522373020649,0.005
64,,12,2562,,,,,,,,211,0.86157,40.03125,-11.071788046875,,,
64,70.0,12,2586,2,12.976512693646352,12.820262548316325,341.4276049492597,0.0,185.25307586907348,12.820262548316325,213,0.8612249999999999,40.03125,-11.071788046875,621,0.030793167650699615,0.005
65,3.0,12,2646,1,14.88914409359731,15.10011265666866,263.37726010426604,0.0,1024.3089322822477,15.10011265666866,218,0.8603249999999999,39.784615384615385,-11.094302861538461,636,0.04224451631307602,0.005
66,111.0,12,2706,1,16.06231417220111,16.27870782243682,283.7454561030816,0.0,640.8425201812927,16.27870782243682,223,0.8594249999999999,40.09090909090909,-10.87621506060606,651,0.0077972435392439365,0.005
67,3.0,12,2766,2,8.95700413285595,8.014980311187063,139.66632403270933,0.0,122.92012972493194,8.014980311187063,228,0.8585249999999998,40.38805970149254,-10.731309059701493,666,0.05131591856479645,0.005
68,,12,2766,,,,,,,,228,0.8585100000000001,40.6764705882353,-10.662452588235295,,,
68,170.0,12,2826,2,13.35057038520948,13.73528953462218,495.0221942202327,0.0,257.4163648061122,13.73528953462218,233,0.8576249999999996,40.6764705882353,-10.662452588235295,681,0.053771983832120895,0.005
69,3.0,12,2886,2,10.35368900433333,9.145963816858286,236.3718627681376,0.0,55.389765355688496,9.145963816858286,237,0.8567249999999996,40.95652173913044,-10.785953376811594,696,0.018303081393241882,0.005
70,118.0,12,2929,2,12.76810813895445,13.104996036162747,408.46225429573076,0.0,294.12980171083854,13.104996036162747,241,0.8560800000000002,41.22857142857143,-10.873992257142856,707,0.023989032953977585,0.005
71,2.0,12,2944,2,8.792457622478555,9.396901164140157,414.1459871907614,0.0,242.5804069322034,9.396901164140157,242,0.8558550000000005,41.25352112676056,-11.087964056338027,710,0.010432112962007523,0.005
72,,12,2944,,,,,,,,242,0.8558399999999999,40.888888888888886,-11.046846055555555,,,
72,36.0,12,2967,2,14.168799612875985,14.04101139572702,234.55377850314972,0.0,350.08756723236525,14.04101139572702,245,0.8555099999999997,40.888888888888886,-11.046846055555555,716,0.02114490605890751,0.005
73,3.0,12,2990,2,8.421544767891232,8.188330515691323,256.09565171672455,0.0,87.69132352192855,8.188330515691323,247,0.8551649999999997,40.64383561643836,-11.056843369863014,722,0.05774713307619095,0.005
74,157.0,12,3050,2,14.477185092826964,14.218051606521467,275.0866894500343,0.0,218.22411391534263,14.218051606521467,252,0.8542649999999996,40.4054054054054,-11.06271995945946,737,0.04092233255505562,0.005
75,3.0,12,3091,2,9.335457341698707,9.9297756006128,673.619346786094,0.0,221.9778762922307,9.9297756006128,255,0.8536500000000002,40.666666666666664,-11.068854933333334,747,0.03511320427060127,0.005
76,,12,3091,,,,,,,,255,0.8536349999999999,40.671052631578945,-11.070338592105264,,,
76,19.0,12,3101,2,18.698479469944008,18.634235270309116,330.786378350013,0.0,267.52772099398896,18.634235270309116,256,0.8535000000000001,40.671052631578945,-11.070338592105264,750,0.07319670170545578,0.005
77,3.0,12,3161,2,9.370806275746503,9.96443277278851,653.4750974956794,0.0,444.62291647159464,9.96443277278851,261,0.8526,40.27272727272727,-10.968499999999999,765,0.030746683478355408,0.005
78,50.0,12,3184,2,13.102809538103223,12.873659287011398,281.9265190621814,0.0,238.9484996821473,12.873659287011398,263,0.8522550000000002,40.52564102564103,-10.957818769230768,770,0.04212578386068344,0.005
79,3.0,12,3204,2,9.837122848233149,9.537974866593753,143.82971667331753,0.0,410.9950401523669,9.537974866593753,264,0.8519549999999998,40.30379746835443,-10.905749316455696,775,0.04819008708000183,0.005
80,,12,3204,,,,,,,,264,0.8519400000000003,40.05,-10.82114065,,,
80,21.0,12,3212,2,19.403603054835305,19.387237424621993,265.4074191662261,0.0,301.83943358765504,19.387237424621993,265,0.8518349999999997,40.05,-10.82114065,777,0.09886632859706879,0.005
81,3.0,12,3272,2,9.32198192672114,9.916563895076902,876.1545039078621,0.0,294.11825474931345,9.916563895076902,270,0.8509349999999997,39.65432098765432,-10.706346851851853,792,0.028743471950292587,0.005
82,25.0,12,3296,2,11.469828827868403,11.257891317516236,306.28191051975523,0.0,176.11233797890122,11.257891317516236,272,0.8505750000000001,39.90243902439025,-10.883101475609758,798,0.06820252537727356,0.005
83,3.0,12,3338,2,8.229181060165384,7.99348786942599,213.93493993376,0.0,653.6670897989904,7.99348786942599,275,0.8499450000000004,39.71084337349398,-11.016448060240965,809,0.03989530727267265,0.005
84,,12,3338,,,,,,,,275,0.8499299999999999,39.73809523809524,-10.91890580952381,,,
84,71.0,12,3363,2,15.394647194995418,15.238139407094561,289.65866289542566,0.0,250.09219662109885,15.238139407094561,277,0.8495700000000004,39.73809523809524,-10.91890580952381,815,0.030350694432854652,0.005
85,3.0,12,3373,2,16.879713002786048,16.71233559312332,304.9993292370241,0.0,265.75429668320146,16.71233559312332,278,0.8494200000000003,39.56470588235294,-10.794621588235294,818,0.04126495495438576,0.005
86,51.0,12,3392,2,12.209452867322556,12.591917585506625,337.0277940721875,0.0,331.8986139466359,12.591917585506625,280,0.8491350000000004,39.22093023255814,-10.620856604651163,822,0.04389404132962227,0.005
87,2.0,12,3452,1,17.45460752161837,17.732483877949512,253.3548561826924,0.0,796.5503523850841,17.732483877949512,285,0.8482350000000003,38.98850574712644,-10.631645655172413,837,0.026757754385471344,0.005
88,,12,3452,,,,,,,,285,0.8482199999999999,39.22727272727273,-10.524739613636363,,,
88,87.0,12,3485,2,17.7004433099431,17.61180206747432,293.64552416762,0.0,280.16514051605384,17.61180206747432,288,0.8477400000000002,39.22727272727273,-10.524739613636363,846,0.04690598323941231,0.005
89,3.0,12,3514,2,9.370829237655684,9.964455285340646,569.606233490102,0.0,303.93578823879307,9.964455285340646,290,0.8473050000000002,39.157303370786515,-10.385179314606741,853,0.08021506667137146,0.005
90,144.0,12,3574,1,17.84384419126283,18.08540464465131,296.87851766820216,0.0,522.9270087963624,18.08540464465131,295,0.8464050000000001,39.044444444444444,-10.470640722222223,868,0.014353632926940918,0.005
91,3.0,12,3580,0,26.992883454805046,26.928282517046007,274.0299721489903,0.0,300.53699591588463,26.928282517046007,295,0.846315,39.27472527472528,-10.299258362637364,869,0.05096302926540375,0.005
92,,12,3580,,,,,,,,295,0.8462999999999996,38.91304347826087,-10.151997347826088,,,
92,124.0,12,3623,2,12.346235941218577,12.743555927467439,379.75053851625216,0.0,360.40524379594336,12.743555927467439,299,0.8456699999999998,38.91304347826087,-10.151997347826088,880,0.006605065427720547,0.005
93,2.0,12,3670,2,7.971565082427611,7.734114671878217,4.795364777505711,0.0,39.316062668768154,7.734114671878217,303,0.8449650000000004,38.956989247311824,-10.160937731182797,892,0.017077038064599037,0.005
94,76.0,12,3702,2,14.127086011477004,14.425216164977753,386.2962258112374,0.0,201.1194603527056,14.425216164977753,305,0.8444849999999999,39.04255319148936,-10.216467234042556,900,0.016941171139478683,0.005
95,3.0,12,3738,2,9.366780201004445,9.960485487010722,497.8719806065467,0.0,210.14393028232166,9.960485487010722,308,0.8439450000000002,38.96842105263158,-10.205860315789476,909,0.06823454052209854,0.005
96,,12,3738,,,,,,,,308,0.8439299999999997,38.9375,-10.090560270833334,,,
96,23.0,12,3747,2,18.621954263846725,18.642421837418137,311.92039383988356,0.0,272.8926051137506,18.642421837418137,309,0.8438099999999996,38.9375,-10.090560270833334,911,0.04711180925369263,0.005
97,2.0,12,3758,2,7.9760680401236,8.44158660688057,331.779225417474,0.0,285.81231078479897,8.44158660688057,310,0.8436449999999999,38.628865979381445,-10.014269494845362,914,0.028830867260694504,0.005
98,27.0,12,3768,2,21.22908283174617,21.086696513657028,284.5351304139847,0.0,281.4646587564326,21.086696513657028,311,0.8434949999999997,38.3469387755102,-9.895766897959184,916,0.055903591215610504,0.005
99,3.0,12,3791,2,9.797445757766704,9.49896677858533,345.1065174362326,0.0,149.28084065806377,9.49896677858533,313,0.8431499999999998,38.06060606060606,-9.800965555555557,922,0.023903027176856995,0.005
100,,12,3791,,,,,,,,313,0.8431350000000002,37.91,-9.74548269,,,
100,73.0,12,3817,2,12.691492085819712,12.528936249274855,237.77268613440967,0.0,372.8720486264883,12.528936249274855,315,0.8427600000000002,37.91,-9.74548269,929,0.022435147315263748,0.005
101,3.0,12,3851,2,9.990832998148749,9.693234258733522,149.30221716232427,0.0,524.2734634265286,9.693234258733522,318,0.8422499999999997,37.57,-9.96465922,937,0.02627365104854107,0.005
102,158.0,12,3911,2,11.169235559118235,11.40869128479355,119.00020645834552,37.320155112133804,502.5653619627928,11.042995859180758,323,0.8413499999999996,37.65,-9.91857676,952,0.05584217607975006,0.005
103,3.0,12,3971,2,9.585711301651353,9.284551648476121,202.31196224548876,0.0,1008.6708171213056,9.284551648476121,328,0.8404500000000004,38.04,-10.050133449999999,967,0.029944036155939102,0.005
104,,12,3971,,,,,,,,328,0.840435,38.34,-10.058368080000001,,,
104,84.0,12,4000,2,13.331687821881959,13.037514582398874,226.96426461003114,0.0,253.89506847582817,13.037514582398874,330,0.8400150000000004,38.34,-10.058368080000001,974,0.024317339062690735,0.005
105,3.0,12,4032,2,7.9926664644063905,7.754587473539828,22.164990312492137,0.0,580.1806653864915,7.754587473539828,333,0.8395349999999999,38.05,-9.81696932,982,0.04492010176181793,0.005
106,65.0,12,4056,2,12.079811074702436,12.479743914101128,367.3678740987019,0.0,290.80331171408193,12.479743914101128,335,0.8391750000000004,37.77,-10.07944887,988,0.03181019797921181,0.005
107,3.0,12,4116,2,20.00002127020951,3.765410641784518e-05,301.8168193098761,248.85075531739972,0.0,3.765410641784518e-05,340,0.8382750000000003,37.59,-10.162584800000001,1003,0.011713465675711632,0.005
108,,12,4116,,,,,,,,340,0.8382599999999999,37.8,-10.34058818,,,
108,27.0,12,4130,2,16.178791198099834,14.616897200315059,244.66428635841572,16.590050354493314,300.73831493301026,14.616897200315059,341,0.8380650000000001,37.8,-10.34058818,1007,0.034081123769283295,0.005
109,3.0,12,4156,2,7.4966634373181416,7.971564274542548,450.2222926018494,0.0,320.15123589248304,7.971564274542548,343,0.8376749999999997,37.65,-10.423101459999998,1013,0.058218471705913544,0.005
110,91.0,12,4210,2,15.632808705365289,15.788005691902418,285.22586658353475,0.0,618.7323825921317,15.788005691902418,347,0.8368649999999997,37.31,-10.31624867,1027,0.05920496955513954,0.005
111,2.0,12,4243,2,9.963205939286233,9.666380446789688,210.53867053253396,0.0,14.137290761884742,9.666380446789688,350,0.8363699999999996,37.62,-10.250428020000001,1035,0.024534257128834724,0.005
112,,12,4243,,,,,,,,350,0.8363550000000001,37.83,-10.523186060000002,,,
112,77.0,12,4273,2,13.877217018967558,13.709398284969058,307.66618294982067,0.0,193.53882234353847,13.709398284969058,353,0.83592,37.83,-10.523186060000002,1043,0.023171477019786835,0.005
113,3.0,12,4320,2,8.455266756202768,7.496308569954653,175.29831043631577,0.0,8.285201897184379,7.496308569954653,356,0.8352149999999998,37.53,-10.53994132,1054,0.03241889551281929,0.005
114,81.0,12,4349,2,13.801516252992014,14.089729132435119,321.60416220524615,0.0,319.39702647225414,14.089729132435119,359,0.8347799999999997,37.45,-10.50958064,1062,0.05990346148610115,0.005
115,2.0,12,4355,1,16.877303526219904,17.062706482336033,287.07455179403223,0.0,303.3852281607247,17.062706482336033,359,0.8346899999999997,37.48,-10.44285757,1063,0.06831295043230057,0.005
116,,12,4355,,,,,,,,359,0.8346750000000001,37.13,-10.24308826,,,
116,160.0,12,4415,2,11.962257094571449,11.044251071043348,226.77755118144603,0.4672223163910881,151.95583266575937,11.044251071043348,364,0.8337900000000005,37.13,-10.24308826,1078,0.007255237549543381,0.005
117,3.0,12,4436,2,8.037894899693438,7.800272799444284,131.24494353247565,0.0,459.6372824981983,7.800272799444284,366,0.8334749999999997,37.65,-10.439111950000001,1083,0.03607609495520592,0.005
118,70.0,12,4463,2,12.973473891151468,12.853489501697464,227.26807432840562,0.0,386.8303753086039,12.853489501697464,369,0.8330699999999998,37.58,-10.4300877,1090,0.0689544826745987,0.005
119,2.0,12,4523,1,19.012099064445287,16.754207607534354,312.67391799461484,0.0,547.7806557319461,16.754207607534354,374,0.8321699999999996,37.39,-10.24539961,1105,0.0409768670797348,0.005
120,,12,4523,,,,,,,,374,0.832155,37.67,-9.95865398,,,
120,32.0,12,4545,2,14.22215366490561,13.94938925832199,307.57560553606504,0.0,236.22567221339472,13.94938925832199,375,0.8318400000000001,37.67,-9.95865398,1111,0.036880601197481155,0.005
121,3.0,12,4553,2,17.214533630738593,16.720352649865774,243.42411815140497,0.0,287.0300402442571,16.720352649865774,376,0.83172,37.58,-9.94858478,1113,0.039302758872509,0.005
122,176.0,12,4613,2,13.195079214554472,13.557766419016913,492.8566503983902,0.0,202.67958604918996,13.557766419016913,381,0.8308199999999999,37.33,-9.928223809999999,1128,0.04335971176624298,0.005
123,3.0,12,4619,2,20.357189282992934,19.81102949785207,292.5194303518508,0.0,284.9176367517935,19.81102949785207,381,0.8307299999999999,37.33,-10.180564480000001,1129,0.06315911561250687,0.005
124,,12,4619,,,,,,,,381,0.8307150000000003,36.79,-10.154309549999999,,,
