time/episodes,Total_Lane_Changes,time/fps,time/total_timesteps,Total_Crashed_Cras,Avg_0_speed,Avg_1_speed,Avg_1_headway,Avg_2_headway,Avg_0_headway,Avg_2_speed,time/time_elapsed,rollout/exploration_rate,train/n_updates,train/loss,rollout/ep_len_mean,train/learning_rate,rollout/ep_rew_mean
33,3.0,11,1960,2,7.511298129403775,7.985912570513127,938.8475682756753,0.0,446.4340836856039,7.985912570513127,170,0.8706150000000001,464,0.05609586834907532,57.57575757575758,0.005,6.446331848484849
34,167.0,11,2020,2,17.961293271642255,18.2150043054016,559.5306884467537,0.0,676.4267003836011,18.2150043054016,175,0.8697150000000001,479,0.05972028896212578,57.64705882352941,0.005,6.204306147058824
35,3.0,11,2080,2,7.971642264146693,7.734192623882002,284.0301598707781,0.0,409.63891576103174,7.734192623882002,180,0.8688150000000001,494,0.025684058666229248,57.714285714285715,0.005,6.201227085714287
36,,11,2080,,,,,,,,180,0.8687999999999996,,,57.77777777777778,,6.09547763888889
36,83.0,11,2129,2,17.173925459324817,17.40646090641941,762.4184613463049,0.0,282.990940343158,17.40646090641941,184,0.8680799999999997,507,0.017049390822649002,57.77777777777778,0.005,6.09547763888889
37,3.0,11,2174,2,9.43193939445956,9.129229875164782,179.13226708708999,0.0,886.7233613256644,9.129229875164782,188,0.8674050000000003,518,0.005961919203400612,57.54054054054054,0.005,5.876852162162163
38,168.0,11,2234,2,14.705986876345602,14.363141792551131,407.1721031541334,0.0,426.84327981056896,14.363141792551131,193,0.8665050000000003,533,0.017879687249660492,57.21052631578947,0.005,5.234598815789475
39,3.0,11,2285,2,7.6666305996389426,8.138206850642973,866.2968819761704,0.0,311.2538998715852,8.138206850642973,198,0.86574,546,0.01642715185880661,57.282051282051285,0.005,4.7019066410256425
40,,11,2285,,,,,,,,198,0.8657250000000003,,,57.125,,4.8331681500000006
40,165.0,11,2345,1,21.619620964145227,21.627599132309832,438.83968713928476,0.0,592.8613575004377,21.627599132309832,203,0.8648399999999998,561,0.017128314822912216,57.125,0.005,4.8331681500000006
41,3.0,11,2405,1,15.981411845884182,16.323948000854372,1003.491182260331,0.0,54.778152462191656,16.323948000854372,209,0.8639399999999997,576,0.007513257209211588,57.19512195121951,0.005,5.64831943902439
42,170.0,11,2465,2,15.841207737869622,15.691873238461136,543.0823663166733,0.0,369.9038829931594,15.691873238461136,214,0.8630399999999997,591,0.00875522568821907,57.26190476190476,0.005,5.648120476190476
43,3.0,11,2525,2,9.929743799504099,9.632584352667394,296.2433634341412,0.0,311.54005968111437,9.632584352667394,220,0.8621399999999997,606,0.01721048541367054,57.325581395348834,0.005,5.686868069767442
44,,11,2525,,,,,,,,220,0.862125,,,57.38636363636363,,5.551596363636364
44,137.0,11,2575,2,15.7488345096116,15.653188343184963,562.8668031868881,0.0,416.43633995240623,15.653188343184963,225,0.8613899999999997,618,0.028143569827079773,57.38636363636363,0.005,5.551596363636364
45,3.0,11,2635,1,17.821109405884684,18.093636009883603,830.4479181050519,0.0,197.51672755848676,18.093636009883603,230,0.8604899999999996,633,0.0245350431650877,57.22222222222222,0.005,5.3534192888888885
46,160.0,11,2695,1,18.095612320239557,18.256009080256785,660.5366138108618,0.0,412.2161214563976,18.256009080256785,235,0.8595900000000004,648,0.039573367685079575,57.28260869565217,0.005,5.669064434782608
47,2.0,11,2755,2,7.940723487161515,8.407433653464267,969.3428658073778,0.0,280.4812439543671,8.407433653464267,241,0.8586900000000004,663,0.02349291555583477,57.340425531914896,0.005,5.8372942765957445
48,,11,2755,,,,,,,,241,0.8586749999999999,,,57.395833333333336,,5.638842895833334
48,173.0,11,2815,2,15.723479573640397,15.42256627112579,400.6880652631277,0.0,486.70850863900233,15.42256627112579,247,0.8577900000000003,678,0.029626596719026566,57.395833333333336,0.005,5.638842895833334
49,3.0,11,2875,2,7.4970361303519235,7.971929674095701,1003.694791839547,0.0,552.7360138916347,7.971929674095701,252,0.8568900000000002,693,0.028086749836802483,57.44897959183673,0.005,5.376429734693878
50,172.0,11,2935,2,11.681497793946395,11.458671122710019,326.92746625321405,0.0,740.6644398401216,11.458671122710019,258,0.8559900000000001,708,0.033895060420036316,57.5,0.005,4.8053428
51,3.0,11,2995,1,16.076248974945855,16.224826329695034,494.75468335879486,0.0,827.3603008925811,16.224826329695034,264,0.8550900000000001,723,0.021839149296283722,57.549019607843135,0.005,4.4662791764705885
52,,11,2995,,,,,,,,264,0.8550749999999996,,,57.59615384615385,,4.8781873653846155
52,177.0,11,3055,1,18.361318704265784,17.922324280622902,311.2976427324249,0.0,523.378649298752,17.922324280622902,269,0.85419,738,0.046985890716314316,57.59615384615385,0.005,4.8781873653846155
53,3.0,11,3115,1,14.24902688063992,14.467603948760893,549.9987044581092,0.0,984.3235079782972,14.467603948760893,275,0.8532899999999999,753,0.0921320989727974,57.64150943396226,0.005,4.862421811320754
54,147.0,11,3166,2,12.635953141384345,12.418916426882058,328.1150811253777,0.0,663.5218154843953,12.418916426882058,280,0.8525250000000004,766,0.027391213923692703,57.68518518518518,0.005,4.898101611111111
55,3.0,11,3226,1,16.09408172324866,16.24243589789661,486.03668982362433,0.0,998.9890667494554,16.24243589789661,286,0.8516250000000003,781,0.027245264500379562,57.56363636363636,0.005,4.33440029090909
56,,11,3226,,,,,,,,286,0.85161,,,57.607142857142854,,4.370439089285713
56,167.0,11,3286,2,12.878781803405644,12.665586496795157,346.574220846942,0.0,717.7250242560873,12.665586496795157,292,0.8507250000000003,796,0.01408485695719719,57.607142857142854,0.005,4.370439089285713
57,3.0,11,3346,2,9.798696287481063,9.500229788766852,510.77439072040715,0.0,27.972780106641267,9.500229788766852,298,0.8498250000000003,811,0.015598123893141747,57.64912280701754,0.005,4.14214847368421
58,171.0,11,3406,1,17.08200869779138,17.32591893278898,750.2354642223718,0.0,341.72321152417106,17.32591893278898,304,0.8489250000000002,826,0.020292097702622414,57.689655172413794,0.005,3.8474143448275857
59,3.0,11,3466,1,16.421529545788875,15.927154684828565,99.244719640423,0.0,473.5492079660014,15.927154684828565,309,0.848025,841,0.03132601082324982,57.728813559322035,0.005,3.816666254237288
60,,11,3466,,,,,,,,309,0.8480099999999997,,,57.766666666666666,,3.7889641499999995
60,168.0,11,3526,2,19.33259938220786,18.976032884674844,340.5559529928202,0.0,533.6187012856053,18.976032884674844,315,0.847125,856,0.010893499478697777,57.766666666666666,0.005,3.7889641499999995
61,3.0,11,3586,2,10.513645930692832,9.312611429951232,87.96942703830177,0.0,542.0269292819828,9.312611429951232,321,0.846225,871,0.016494739800691605,57.80327868852459,0.005,3.9212909999999996
62,173.0,11,3646,2,15.423750977287693,15.48226901321412,478.2180770745615,0.0,723.2056716450745,15.48226901321412,327,0.8453249999999999,886,0.022079724818468094,57.83870967741935,0.005,3.5014614838709677
63,3.0,11,3706,2,7.496663451918289,7.971564288856976,929.6149958311623,0.0,312.45860321220084,7.971564288856976,333,0.8444249999999998,901,0.03128085285425186,57.87301587301587,0.005,3.3684225079365078
64,,11,3706,,,,,,,,333,0.8444100000000002,,,57.90625,,3.0711049999999998
64,140.0,11,3766,1,18.761471706641423,18.93728424825943,529.4908779910801,0.0,754.4214792777882,18.93728424825943,338,0.8435249999999997,916,0.033047184348106384,57.90625,0.005,3.0711049999999998
65,3.0,11,3826,1,16.301792082481747,16.640261706807554,888.9429855189978,0.0,190.6055889958502,16.640261706807554,344,0.8426249999999997,931,0.02416553720831871,57.93846153846154,0.005,3.209396123076923
66,161.0,11,3886,1,18.75095178802966,18.973990092026614,550.8772642031583,0.0,784.8107934770563,18.973990092026614,350,0.8417249999999996,946,0.024793535470962524,57.96969696969697,0.005,3.3538298333333327
67,3.0,11,3946,1,14.434519366165803,14.650338136295549,839.8200452129236,0.0,238.24928851948607,14.650338136295549,356,0.8408250000000004,961,0.03813197463750839,58.0,0.005,3.47023295522388
68,,11,3946,,,,,,,,356,0.84081,,,58.029411764705884,,3.783683161764705
68,171.0,11,4006,2,11.722133979665852,11.513963515770998,554.0593952802575,0.0,289.1505308656729,11.513963515770998,361,0.8399250000000003,976,0.03194369375705719,58.029411764705884,0.005,3.783683161764705
69,3.0,11,4066,2,9.37082665274611,9.964452751016907,892.860361701307,0.0,443.98020426961716,9.964452751016907,367,0.8390250000000002,991,0.01646341010928154,58.05797101449275,0.005,3.386515507246376
70,179.0,11,4126,1,18.149187180503997,18.360470296241804,524.2302697047242,0.0,738.3604250784422,18.360470296241804,372,0.8381250000000002,1006,0.02767867222428322,58.08571428571429,0.005,3.424793714285714
71,3.0,11,4186,2,7.653550384887491,8.618973090183008,0.0,14.517373297406039,466.17754773437537,7.653550384887491,378,0.8372250000000001,1021,0.008048631250858307,58.11267605633803,0.005,3.450515915492957
72,,11,4186,,,,,,,,378,0.8372099999999997,,,58.138888888888886,,3.4424256944444442
72,174.0,11,4246,2,16.246962456018814,16.4649592238683,502.6983939450413,0.23798972618698425,796.1655574246553,16.44913262214214,384,0.836325,1036,0.00422579376026988,58.138888888888886,0.005,3.4424256944444442
73,3.0,11,4306,1,16.49359779267065,16.00107142815107,148.78027623415915,0.0,500.7365438795546,16.00107142815107,390,0.835425,1051,0.03917587548494339,58.16438356164384,0.005,3.329093904109589
74,178.0,11,4366,1,17.797886140523243,17.958149149895444,234.2614466007504,28.788267109113633,531.5379097662532,17.492981035668436,396,0.834525,1066,0.015025487169623375,58.189189189189186,0.005,3.4823040135135135
75,3.0,11,4426,2,7.508236133952833,7.982910497310427,1028.422357344275,0.0,332.84582627728423,7.982910497310427,401,0.8336249999999998,1081,0.014497651718556881,58.21333333333333,0.005,3.460577186666667
76,,11,4426,,,,,,,,401,0.8336100000000002,,,58.23684210526316,,3.237905052631579
76,171.0,11,4486,1,18.341677988845273,17.961848524139086,379.90949488678217,0.0,536.0531290382577,17.961848524139086,407,0.8327249999999997,1096,0.06193175166845322,58.23684210526316,0.005,3.237905052631579
77,3.0,11,4546,1,17.40693170029293,17.684687496193384,794.6400855711938,0.0,230.56849294825724,17.684687496193384,413,0.8318249999999997,1111,0.038546837866306305,58.25974025974026,0.005,3.299977506493507
78,160.0,11,4606,2,13.177517534146862,12.9463330746121,553.4409597306013,0.0,348.23147386287536,12.9463330746121,418,0.8309249999999997,1126,0.04075593501329422,58.282051282051285,0.005,3.6631463717948716
79,3.0,10,4666,1,17.781428360833473,18.055023337565103,490.8315157257389,0.0,992.3913806589433,18.055023337565103,424,0.8300250000000005,1141,0.035108938813209534,58.30379746835443,0.005,3.35390935443038
80,,10,4666,,,,,,,,424,0.8300099999999999,,,58.325,,3.3398337624999996
80,174.0,10,4726,1,18.262810809005476,18.429533728988552,485.8592801093396,0.0,713.1956888479318,18.429533728988552,430,0.8291250000000003,1156,0.01812713034451008,58.325,0.005,3.3398337624999996
81,3.0,10,4786,1,17.822544327231853,18.095053136119553,1010.9933445740835,0.0,41.23673642331346,18.095053136119553,435,0.8282250000000002,1171,0.04275868833065033,58.34567901234568,0.005,3.3900971481481474
82,121.0,10,4831,2,17.537551157589395,17.79466842991908,670.3571323466066,0.0,384.4142620285882,17.79466842991908,440,0.82755,1182,0.012841904535889626,58.36585365853659,0.005,3.383134841463414
83,3.0,10,4891,1,15.090712310538159,14.663528953000062,45.10878504756283,0.0,541.0834850564049,14.663528953000062,445,0.8266499999999999,1197,0.023800957947969437,58.204819277108435,0.005,3.296850771084337
84,,10,4891,,,,,,,,445,0.8266350000000003,,,58.226190476190474,,3.3110504999999995
84,157.0,10,4951,1,18.54104354937229,18.733610653991345,524.8890093670923,0.0,662.1444636107369,18.733610653991345,451,0.8257499999999999,1212,0.02385396510362625,58.226190476190474,0.005,3.3110504999999995
85,3.0,10,5011,1,15.87988773436896,16.22441008916417,510.95140808077895,0.0,999.108001451086,16.22441008916417,457,0.8248499999999999,1227,0.046185605227947235,58.247058823529414,0.005,3.4461869999999997
86,11.0,10,5020,2,24.138370220719068,23.973854865124814,519.7593818829924,0.0,568.4672599496611,23.973854865124814,457,0.8247150000000001,1229,0.009553859941661358,58.26744186046512,0.005,3.4686863372093018
87,3.0,10,5080,1,17.940836146661084,17.384105414420116,68.03444436993641,0.0,481.4921557017674,17.384105414420116,463,0.823815,1244,0.033724818378686905,57.701149425287355,0.005,3.469805114942528
88,,10,5080,,,,,,,,463,0.8238000000000004,,,57.72727272727273,,3.5105229090909087
88,139.0,10,5128,2,16.95668894317546,17.11628334664055,592.6947966929699,0.0,398.11296188110424,17.11628334664055,468,0.8230950000000001,1256,0.03342276066541672,57.72727272727273,0.005,3.5105229090909087
89,2.0,10,5188,2,7.992698023284518,7.754619351237686,140.03375399666902,0.0,752.2393043560307,7.754619351237686,473,0.822195,1271,0.03073105588555336,57.61797752808989,0.005,3.4121051685393256
90,169.0,10,5248,1,21.78654599640956,21.92301169509117,622.2560120320649,0.0,429.5874424293029,21.92301169509117,479,0.821295,1286,0.01028120145201683,57.644444444444446,0.005,3.5635760999999997
91,3.0,10,5308,1,14.781252720439703,14.346537631976942,134.38396114873467,0.0,489.1067407413432,14.346537631976942,485,0.820395,1301,0.022708555683493614,57.67032967032967,0.005,3.894199791208791
92,,10,5308,,,,,,,,485,0.8203800000000003,,,57.69565217391305,,3.9769359021739126
92,166.0,10,5368,2,17.048202687186272,16.748490936473136,405.09008681168785,0.0,482.2330092880858,16.748490936473136,490,0.8194949999999999,1316,0.012961430475115776,57.69565217391305,0.005,3.9769359021739126
93,3.0,10,5428,1,15.957637662640288,16.301189408855763,487.8632073531951,0.0,1011.228485980307,16.301189408855763,496,0.8185949999999997,1331,0.054740361869335175,57.72043010752688,0.005,3.912976043010752
94,116.0,10,5488,2,11.27604420939034,11.752558327790648,848.8059330398106,0.0,452.7288186023023,11.752558327790648,502,0.8176949999999997,1346,0.09582154452800751,57.744680851063826,0.005,3.9171722127659567
95,3.0,10,5548,2,9.246377024163843,9.842436950633523,1075.9553211178893,0.0,156.24283873889112,9.842436950633523,508,0.8167949999999997,1361,0.011262000538408756,57.76842105263158,0.005,3.53546654736842
96,,10,5548,,,,,,,,508,0.8167800000000001,,,57.791666666666664,,3.389184458333333
96,160.0,10,5608,1,19.166814888425357,18.820685848642576,366.79869867778615,0.0,571.316007334466,18.820685848642576,513,0.8158950000000005,1376,0.029694270342588425,57.791666666666664,0.005,3.389184458333333
97,3.0,10,5668,2,8.413029059384078,7.452290528940006,105.9034881484638,0.0,565.8203635836298,7.452290528940006,519,0.8149950000000004,1391,0.035350456833839417,57.81443298969072,0.005,3.482995350515463
98,147.0,10,5728,2,15.620876048109553,15.250484885480816,277.88311435519665,0.0,494.71787429266425,15.250484885480816,525,0.8140950000000002,1406,0.028223920613527298,57.83673469387755,0.005,3.106920091836734
99,3.0,10,5783,2,9.430981100093959,9.12826189974683,197.54788647198325,0.0,923.1458267803371,9.12826189974683,530,0.8132699999999999,1420,0.04086276516318321,57.85858585858586,0.005,2.888487989898989
100,,10,5783,,,,,,,,530,0.8132550000000003,,,57.83,,2.8111506799999995
100,10.0,10,5793,2,23.944867948609534,23.920134165139327,492.0771318934454,0.0,546.4964863703418,23.920134165139327,531,0.8131199999999997,1423,0.007954377681016922,57.83,0.005,2.8111506799999995
101,3.0,10,5803,2,11.004575842002424,11.411599575799432,549.095004640203,0.0,495.4639708383184,11.411599575799432,532,0.8129700000000004,1425,0.023429742082953453,57.33,0.005,2.97486966
102,149.0,10,5863,2,14.61090011902893,14.999159421129155,668.9591684638976,0.0,539.4167871164143,14.999159421129155,538,0.8120700000000003,1440,0.045415494590997696,56.83,0.005,2.7386960600000005
103,3.0,10,5923,2,9.957889792091027,9.6610112436862,136.01994901006947,0.0,412.17552486950194,9.6610112436862,543,0.8111700000000003,1455,0.042903460562229156,56.83,0.005,2.59210108
104,,10,5923,,,,,,,,543,0.8111549999999998,,,56.83,,2.69384412
104,112.0,10,5983,2,15.128226557541499,14.784722383550351,340.9073180909692,0.0,452.76282001500005,14.784722383550351,549,0.8102700000000003,1470,0.025870434939861298,56.83,0.005,2.69384412
105,3.0,10,6043,2,9.370829216734347,9.964455264828732,1237.0166448958314,0.0,120.40848066270496,9.964455264828732,554,0.8093700000000001,1485,0.045852404087781906,56.83,0.005,2.47642632
106,175.0,10,6103,1,17.633411296637615,17.251704983299703,356.38894089497427,0.0,505.7918731140989,17.251704983299703,560,0.80847,1500,0.00644905399531126,56.83,0.005,2.4219922300000003
107,3.0,10,6150,2,8.138574431269282,7.902789974275006,506.45172863213406,0.0,194.1272644269484,7.902789974275006,564,0.8077649999999998,1512,0.02894173189997673,56.83,0.005,2.43792264
108,,10,6150,,,,,,,,564,0.8077500000000002,,,56.7,,2.08883048
108,156.0,10,6202,2,14.671170566341516,14.400440440939509,330.02535272100044,0.0,651.4377861539682,14.400440440939509,569,0.8069849999999998,1525,0.04976058006286621,56.7,0.005,2.08883048
109,3.0,10,6262,2,10.360311090730377,9.152865137205119,99.4382779001005,0.0,989.4266971675456,9.152865137205119,575,0.8060849999999997,1540,0.06334930658340454,56.62,0.005,1.9869341
110,168.0,10,6322,1,20.33823083370644,20.49377039132473,550.141601224907,0.0,608.8266813641935,20.49377039132473,580,0.8051849999999997,1555,0.021761761978268623,56.94,0.005,2.08468276
111,2.0,10,6378,2,8.020700448671356,7.7837404135173065,442.5365603699279,0.0,195.03651047495828,7.7837404135173065,586,0.8043449999999996,1569,0.06688129901885986,56.94,0.005,2.36646168
112,,10,6378,,,,,,,,586,0.8043300000000001,,,56.9,,2.26913364
112,111.0,10,6419,2,15.839209425490717,15.809597441146687,520.8913932024522,0.0,611.075115583785,15.809597441146687,589,0.8037300000000003,1579,0.041052546352148056,56.9,0.005,2.26913364
113,3.0,10,6479,2,7.981769409277698,7.744420839375529,502.2784950272521,0.0,286.2749854308356,7.744420839375529,595,0.8028300000000003,1594,0.01024729572236538,56.94,0.005,1.8699771199999997
114,147.0,10,6534,2,13.650067003266178,13.986364163420392,737.810052998244,0.0,406.7103296928614,13.986364163420392,600,0.8020049999999999,1608,0.05655578523874283,56.94,0.005,1.5125954300000002
115,3.0,10,6594,1,18.277637486592383,17.72914041185547,200.52653844876295,0.0,548.7186502767067,17.72914041185547,605,0.8011049999999997,1623,0.016954651102423668,56.89,0.005,1.3649719100000002
116,,10,6594,,,,,,,,605,0.8010900000000002,,,56.89,,1.2067383400000005
116,157.0,10,6654,2,17.839996932910832,17.723783961757164,450.25017417853473,0.0,588.8194118940378,17.723783961757164,611,0.8002049999999997,1638,0.013859419152140617,56.89,0.005,1.2067383400000005
117,3.0,10,6714,2,7.971564296813187,7.734113878423248,4.788643561348408,0.0,396.843551561989,7.734113878423248,616,0.7993049999999997,1653,0.03357697278261185,56.89,0.005,1.23669617
118,22.0,10,6724,2,24.033096236190747,24.060754760776124,468.10547934203964,0.0,506.3927757748792,24.060754760776124,617,0.7991550000000003,1655,0.009006937965750694,56.89,0.005,1.3474777200000005
119,3.0,10,6770,2,9.964424278006522,9.667610944706368,564.5982953192361,0.0,203.49274239517035,9.667610944706368,622,0.7984649999999996,1667,0.024174124002456665,56.39,0.005,1.1921297
120,,10,6770,,,,,,,,622,0.7984500000000001,,,56.29,,1.0623210399999998
120,108.0,10,6810,2,12.52140982967762,12.335753576467063,567.7417810950814,0.0,385.74144177581996,12.335753576467063,625,0.7978649999999998,1677,0.0161752887070179,56.29,0.005,1.0623210399999998
121,3.0,10,6870,2,9.989949498514905,9.692341833652012,143.91530593254765,0.0,892.0219251623582,9.692341833652012,630,0.7969649999999998,1692,0.024065876379609108,56.09,0.005,0.6168981799999999
122,154.0,10,6930,2,17.09329877170697,17.292233274027264,506.77413291495077,0.0,757.7596310487711,17.292233274027264,636,0.7960649999999998,1707,0.03788541257381439,56.14,0.005,0.9946542699999996
123,3.0,10,6990,2,9.396676570632934,9.094452558326493,559.6441994184986,0.0,58.57021986734753,9.094452558326493,641,0.7951649999999997,1722,0.01309070736169815,56.14,0.005,1.0001374999999997
124,,10,6990,,,,,,,,641,0.79515,,,56.14,,1.3917839
124,173.0,10,7050,2,16.6045591260125,16.737604791941962,502.00415534089893,0.0,752.2929522658841,16.737604791941962,647,0.7942650000000004,1737,0.01014105137437582,56.14,0.005,1.3917839
125,2.0,10,7110,1,16.420339475742107,15.925934062603536,113.83540150785188,0.0,494.2433500193981,15.925934062603536,652,0.7933650000000003,1752,0.017713088542222977,56.14,0.005,1.2533645999999998
126,160.0,10,7170,2,21.60317488460041,21.680990954264445,608.2717405740285,0.0,451.7440459009244,21.680990954264445,658,0.7924650000000003,1767,0.025550784543156624,56.14,0.005,1.2587292499999998
