Avg_1_headway,rollout/exploration_rate,Avg_1_speed,time/episodes,time/time_elapsed,Total_Lane_Changes,Avg_0_headway,Avg_0_speed,Avg_2_speed,Total_Crashed_Cras,Avg_2_headway,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/learning_rate,train/loss,train/n_updates
516.0386046140171,0.8831699999999998,11.65239237996911,28,101,174.0,259.6830229335574,11.247982681234864,11.65239237996911,2,0.0,11,1123,37.964285714285715,-9.683748892857144,0.005,0.1566036492586136,255
194.66081394716593,0.8827800000000003,7.747450798465032,29,103,2.0,110.25038232404415,7.98476942774959,7.747450798465032,2,0.0,11,1149,38.724137931034484,-10.391116379310347,0.005,0.24662169814109802,262
71.28776012436198,0.8818800000000002,10.365855569211487,30,109,113.0,535.0734435853205,9.908840072870591,9.798989220517472,2,121.0914162270896,11,1209,38.3,-10.566084433333335,0.005,0.1649993360042572,277
124.11100165873404,0.8815350000000003,9.523390428560287,31,111,3.0,440.60040182595196,9.822684273979005,9.523390428560287,2,0.0,11,1232,39.0,-11.464713193548388,0.005,0.391638845205307,282
,0.8815199999999999,,32,111,,,,,,,11,1232,38.5,-11.304287062499998,,,
463.1378657036842,0.8808,11.175572538158521,32,115,121.0,362.08723823411015,10.720221387658958,11.175572538158521,2,0.0,11,1281,38.5,-11.304287062499998,0.005,0.2875021696090698,295
37.08281054720101,0.8801549999999998,9.31858373785429,33,119,3.0,223.83901513555566,10.519374709018114,9.31858373785429,2,0.0,11,1324,38.81818181818182,-11.855647515151514,0.005,0.39877623319625854,305
409.1134364005188,0.8797350000000002,12.603857004759883,34,121,49.0,305.19004576357673,12.172420078988749,12.603857004759883,2,0.0,11,1352,38.94117647058823,-11.653679058823528,0.005,0.14633053541183472,312
839.5140164613737,0.878835,8.016806049827967,35,126,3.0,241.64985679804454,7.542808246194084,8.016806049827967,2,0.0,11,1412,38.628571428571426,-11.887472085714284,0.005,0.12217389047145844,327
,0.8788199999999997,,36,127,,,,,,,11,1412,39.22222222222222,-12.007083555555555,,,
411.85219140744897,0.8784000000000001,14.118617181424083,36,129,82.0,222.26653273730045,13.776587903828137,14.118617181424083,2,0.0,11,1441,39.22222222222222,-12.007083555555555,0.005,0.15838727355003357,335
380.2305727372185,0.8779499999999996,7.9016347124148965,37,132,3.0,6.627764727718954,8.137430585158562,7.9016347124148965,2,0.0,11,1471,38.945945945945944,-11.96122208108108,0.005,0.11244787275791168,342
169.74363028581112,0.8770500000000003,12.841690573425657,38,137,104.0,590.4572738032064,12.713043794041699,12.628760643327027,2,13.683896149187309,11,1531,38.71052631578947,-12.019297210526315,0.005,0.25016987323760986,357
400.2156115515281,0.8761500000000003,9.798569794024962,39,143,3.0,705.047360416123,9.201634271750617,9.798569794024962,2,0.0,11,1591,39.256410256410255,-12.39565969230769,0.005,0.15774179995059967,372
,0.8761349999999999,,40,143,,,,,,,11,1591,39.775,-12.213376775,,,
539.2894593808594,0.8752500000000003,10.044319903809107,40,148,173.0,292.01910563964896,9.571563618237704,10.044319903809107,2,0.0,11,1651,39.775,-12.213376775,0.005,0.2827902138233185,387
318.35935865513693,0.8747699999999998,9.618015993820622,41,150,3.0,77.53263151925887,9.91531939825651,9.618015993820622,2,0.0,11,1683,40.26829268292683,-12.39565956097561,0.005,0.14088492095470428,395
314.68409404402,0.8743649999999998,14.610156899042298,42,153,59.0,315.6590131455475,14.354213621013406,14.610156899042298,2,0.0,11,1710,40.07142857142857,-12.23154761904762,0.005,0.2682783901691437,402
111.77104158955558,0.8739899999999998,8.32867393442912,43,155,3.0,450.8421354124371,8.561541311281104,8.32867393442912,2,0.0,11,1735,39.76744186046512,-12.119642511627907,0.005,0.15821325778961182,408
,0.8739750000000002,,44,155,,,,,,,11,1735,39.43181818181818,-11.908288795454546,,,
253.59967237410007,0.8738699999999997,22.731873093061587,44,156,20.0,300.8087932336041,22.958602536064454,22.731873093061587,2,0.0,11,1743,39.43181818181818,-11.908288795454546,0.005,0.31279629468917847,410
52.611315563455946,0.8734649999999997,9.689040954467991,45,158,3.0,462.76106719896467,9.986681632548555,9.689040954467991,2,0.0,11,1770,38.733333333333334,-11.6306878,0.005,0.3312109112739563,417
242.7970960838559,0.8730299999999998,13.57137456207276,46,161,42.0,213.44819545423886,13.804514084128673,13.57137456207276,2,0.0,11,1799,38.47826086956522,-11.676100760869565,0.005,0.21997451782226562,424
480.155196698571,0.8721299999999996,8.019817208345131,47,166,3.0,596.0075120067113,7.545879508304991,8.019817208345131,2,0.0,11,1859,38.276595744680854,-11.791403276595746,0.005,0.2095274180173874,439
,0.872115,,48,166,,,,,,,11,1859,38.729166666666664,-11.61195275,,,
571.1852198061064,0.8712300000000004,12.1229416715281,48,172,163.0,231.2995758870951,11.68991740696126,12.1229416715281,2,0.0,11,1919,38.729166666666664,-11.61195275,0.005,0.10054484754800797,454
287.82644073681604,0.8710500000000002,10.294367313542963,49,173,3.0,215.2545859326287,10.584987257073498,10.294367313542963,2,0.0,11,1931,39.16326530612245,-12.25708330612245,0.005,0.12958627939224243,457
98.30246173496984,0.8701500000000002,16.85778444211321,50,178,179.0,265.2045490040651,16.384651899005384,16.11285988741136,1,40.7949322373406,11,1991,38.62,-11.96157502,0.005,0.2584867477416992,472
266.80340205964353,0.87,21.479126306141076,51,179,3.0,295.1397801663988,22.132213287516823,21.479126306141076,2,0.0,11,2001,39.03921568627451,-11.739088784313726,0.005,0.2896329462528229,475
,0.8699850000000005,,52,179,,,,,,,11,2001,38.48076923076923,-11.44766176923077,,,
318.1981722197094,0.8696999999999997,15.398864382049979,52,181,36.0,289.76507057865587,15.13607280053491,15.398864382049979,2,0.0,11,2021,38.48076923076923,-11.44766176923077,0.005,0.09611152857542038,480
36.977337006558855,0.8688450000000001,9.399516830934363,53,186,2.0,923.2355750667739,10.614104008746047,9.399516830934363,2,0.0,11,2078,38.132075471698116,-11.343830735849057,0.005,0.3335241377353668,494
95.29331589243333,0.867945,13.14470615793496,54,191,176.0,381.6959803738105,12.991309488277484,12.73171310461666,2,51.85343800920269,11,2138,38.48148148148148,-11.620171185185185,0.005,0.09012172371149063,509
154.9202550182256,0.8676600000000001,7.754625426748488,55,193,3.0,375.386900888479,7.9927040380320635,7.754625426748488,2,0.0,11,2157,38.872727272727275,-11.825805563636363,0.005,0.2350754737854004,514
,0.8676449999999998,,56,193,,,,,,,11,2157,38.517857142857146,-11.722951714285715,,,
273.67253422042415,0.8675250000000004,23.336786347781025,56,194,6.0,300.5689060393323,23.30878081210113,23.336786347781025,2,0.0,11,2166,38.517857142857146,-11.722951714285715,0.005,0.19149842858314514,516
388.4838846587519,0.8671950000000002,7.9715683444264,57,196,3.0,284.82443588813027,7.496667588438051,7.9715683444264,2,0.0,11,2188,38.0,-11.447377614035089,0.005,0.14381244778633118,521
241.34352844837795,0.86664,13.989280550334666,58,199,63.0,422.03032911404347,14.029713456997955,13.989280550334666,2,0.0,11,2225,37.724137931034484,-11.307869275862071,0.005,0.23135849833488464,531
361.1434074030142,0.8663999999999997,8.01181194725455,59,200,3.0,305.5070250337537,7.537714465189173,8.01181194725455,2,0.0,11,2241,37.71186440677966,-11.31571911864407,0.005,0.09921173751354218,535
,0.8663850000000002,,60,200,,,,,,,11,2241,37.35,-11.115182583333336,,,
111.67879291008408,0.8654999999999997,10.98941583433082,60,206,102.0,180.29784393766636,13.783724508455702,10.98941583433082,2,11.378414512174999,11,2301,37.35,-11.115182583333336,0.005,0.19578708708286285,550
312.21391169848346,0.8653800000000004,11.459420027883244,61,206,2.0,284.0519179022216,11.658412291555306,11.459420027883244,2,0.0,11,2309,37.721311475409834,-11.492590344262299,0.005,0.13756942749023438,552
241.1305795405341,0.8647799999999998,11.370392558102346,62,210,106.0,198.53814751195887,11.657414344042994,11.370392558102346,2,0.0,11,2349,37.24193548387097,-11.291670064516133,0.005,0.16146725416183472,562
144.81033245682193,0.8642400000000001,9.618115895675743,63,213,3.0,151.78221669321863,9.915418312928916,9.618115895675743,2,0.0,11,2385,37.285714285714285,-11.305679761904765,0.005,0.3003930449485779,571
,0.8642249999999996,,64,213,,,,,,,11,2385,37.265625,-11.241567296875001,,,
136.4474273885694,0.86334,11.400151598372112,64,218,170.0,585.048238996007,11.188428683060883,11.073537082195157,2,31.951801574370528,11,2445,37.265625,-11.241567296875001,0.005,0.3033562898635864,586
849.0120370020802,0.8624399999999999,8.020697690648579,65,224,3.0,419.9045697171789,7.546777565289549,8.020697690648579,2,0.0,11,2505,37.61538461538461,-11.590595030769231,0.005,0.29379767179489136,601
370.2144341847323,0.8623650000000003,21.905135236166604,66,224,11.0,310.55973055401427,21.812148782784547,21.905135236166604,2,0.0,11,2510,37.95454545454545,-12.050694121212121,0.005,0.14916320145130157,602
128.91776784872354,0.8619449999999999,9.643652042536328,67,227,3.0,469.7211709952097,9.941746646697043,9.643652042536328,2,0.0,11,2538,37.46268656716418,-11.876515268656718,0.005,0.30049750208854675,609
,0.8619300000000003,,68,227,,,,,,,11,2538,37.3235294117647,-11.838966235294118,,,
239.79759553126547,0.8610449999999998,10.764599364544269,68,232,175.0,162.71186062478145,11.251105450890467,10.764599364544269,2,0.1584771370312671,11,2598,37.3235294117647,-11.838966235294118,0.005,0.1983155906200409,624
130.83011171415956,0.8607150000000003,8.284327365883978,69,234,3.0,418.0748951148566,8.51763824398434,8.284327365883978,2,0.0,11,2620,37.65217391304348,-12.117700492753624,0.005,0.311951220035553,629
624.0173577173132,0.8598150000000002,10.409826922464362,70,240,118.0,219.20070464772903,9.904674238551705,10.409826922464362,2,0.0,11,2680,37.42857142857143,-12.042608371428573,0.005,0.0651308000087738,644
228.39234596938536,0.8589150000000001,15.55990207004168,71,245,3.0,518.2061515688331,17.548383153427693,15.55990207004168,1,0.0,11,2740,37.74647887323944,-12.44137909859155,0.005,0.12000563740730286,659
,0.8588999999999998,,72,245,,,,,,,11,2740,38.05555555555556,-12.247274902777779,,,
232.47226547284384,0.8586300000000002,19.809486261646732,72,247,47.0,301.5175908661478,20.268647934823033,19.809486261646732,2,0.0,11,2759,38.05555555555556,-12.247274902777779,0.005,0.1571764498949051,664
282.87463988754394,0.8577300000000002,14.90433467605543,73,252,3.0,1055.9485499239042,14.691486985358628,14.90433467605543,1,0.0,11,2819,37.794520547945204,-12.07637990410959,0.005,0.19530461728572845,679
227.69591222654788,0.8569500000000003,11.623265062647473,74,257,151.0,180.46307993193182,12.165133037263974,11.623265062647473,2,0.05679429874338516,11,2871,38.0945945945946,-11.93822331081081,0.005,0.1443471908569336,692
494.4661719895731,0.8565599999999999,8.386766823899649,75,259,3.0,300.72132413467847,7.919644146987411,8.386766823899649,2,0.0,11,2897,38.28,-12.34926696,0.005,0.3203473687171936,699
,0.8565450000000003,,76,259,,,,,,,11,2897,38.11842105263158,-12.265653144736842,,,
323.0250787966985,0.8564699999999998,20.949883786681152,76,259,13.0,292.314514998988,20.89769326834099,20.949883786681152,2,0.0,11,2903,38.11842105263158,-12.265653144736842,0.005,0.1440832018852234,700
736.0650360416023,0.8555699999999997,9.846213188238991,77,265,3.0,362.198945109693,9.250228636562655,9.846213188238991,2,0.0,11,2963,37.701298701298704,-12.120531142857143,0.005,0.1448928713798523,715
485.4744609860978,0.8550150000000004,11.505178813913806,78,268,60.0,243.5134620757798,11.036341518536242,11.505178813913806,2,0.0,11,3000,37.98717948717949,-12.359480756410257,0.005,0.20726992189884186,724
124.94595187527125,0.8547150000000001,9.69324203801914,79,270,3.0,405.64322768326826,9.990840699631079,9.69324203801914,2,0.0,11,3020,37.9746835443038,-12.489927734177215,0.005,0.28053611516952515,729
,0.8546999999999997,,80,270,,,,,,,11,3020,37.75,-12.436243000000001,,,
412.2011702475426,0.853815,12.964391733520335,80,275,167.0,325.346488183488,12.61498849790934,12.964391733520335,2,0.0,11,3080,37.75,-12.436243000000001,0.005,0.25575903058052063,744
762.1255790046571,0.8529450000000001,7.9719230566453065,81,280,2.0,246.13765348807726,7.497029380815308,7.9719230566453065,2,0.0,11,3138,38.02469135802469,-12.350948086419754,0.005,0.10525764524936676,759
332.824400423953,0.8522999999999998,15.128219040393617,82,284,116.0,310.92134475570714,15.061310943142841,15.128219040393617,2,0.0,11,3181,38.26829268292683,-12.615566195121954,0.005,0.15747015178203583,770
356.69140892452936,0.8520600000000004,9.667806387882418,83,285,2.0,131.732815340912,9.964617789905867,9.667806387882418,2,0.0,11,3197,38.325301204819276,-12.59383868674699,0.005,0.20997224748134613,774
,0.8520449999999999,,84,285,,,,,,,11,3197,38.05952380952381,-12.529660750000001,,,
245.5572877799191,0.8516250000000003,14.99528262665052,84,288,81.0,317.3120463681158,15.169678881691842,14.99528262665052,2,0.0,11,3226,38.05952380952381,-12.529660750000001,0.005,0.1274222731590271,781
451.54062118960815,0.8513250000000001,8.539153296217304,85,290,3.0,297.318085826865,8.075070649593085,8.539153296217304,2,0.0,11,3246,37.95294117647059,-12.374323576470589,0.005,0.2339310646057129,786
330.87533008048,0.850425,16.94687822833913,86,295,178.0,526.5456475129137,16.682571687189697,16.94687822833913,1,0.0,11,3306,37.74418604651163,-12.32349869767442,0.005,0.08934061229228973,801
608.241487043068,0.8498399999999998,9.964448696933157,87,299,3.0,182.47052520195075,9.370822517741678,9.964448696933157,2,0.0,11,3345,38.0,-12.201298103448279,0.005,0.35242247581481934,811
,0.8498250000000003,,88,299,,,,,,,11,3345,38.01136363636363,-12.156735079545456,,,
232.5860527681347,0.8489399999999998,12.784974889043001,88,304,175.0,210.7168584835124,13.132798786733211,12.784974889043001,2,0.0,11,3405,38.01136363636363,-12.156735079545456,0.005,0.19539085030555725,826
283.75256873155547,0.8487750000000001,9.364729529964865,89,305,3.0,245.43809917401109,9.664283612805498,9.364729529964865,2,0.0,11,3416,38.258426966292134,-12.14134257303371,0.005,0.1412201076745987,828
266.3299346098884,0.8478749999999999,13.68683682616711,90,310,170.0,216.51923572485723,14.05316413244741,13.68683682616711,2,0.0,11,3476,37.955555555555556,-12.025959977777779,0.005,0.09321180731058121,843
580.8125538233744,0.8473050000000002,17.740737551516162,91,314,3.0,13.07092212811915,17.46368577190872,17.740737551516162,1,0.0,11,3514,38.1978021978022,-11.928081373626375,0.005,0.12919771671295166,853
,0.8472899999999998,,92,314,,,,,,,11,3514,38.19565217391305,-11.696077836956523,,,
309.48939936481116,0.8469449999999998,16.551015425741813,92,316,66.0,335.22594288279674,16.42760033164292,16.551015425741813,2,0.0,11,3538,38.19565217391305,-11.696077836956523,0.005,0.2809949517250061,859
278.68565247863035,0.8467500000000001,11.601354808625562,93,317,2.0,169.7256928648257,11.957528618098827,11.601354808625562,2,0.0,11,3551,38.043010752688176,-11.609855311827959,0.005,0.09557763487100601,862
277.36020608649926,0.8466450000000003,22.014742055975642,94,318,16.0,261.1206218060165,22.273383461004748,22.014742055975642,2,0.0,11,3558,37.776595744680854,-11.584509127659576,0.005,0.11507853120565414,864
886.366658274721,0.8457450000000003,9.964453219476546,95,323,2.0,353.5558456764177,9.37082713055634,9.964453219476546,2,0.0,11,3618,37.45263157894737,-11.477261021052632,0.005,0.10772302746772766,879
,0.8457299999999999,,96,323,,,,,,,11,3618,37.6875,-11.940140656250001,,,
557.6449466592578,0.8448450000000003,12.365146508087737,96,329,170.0,242.7276538248829,11.925710864776272,12.365146508087737,2,0.0,11,3678,37.6875,-11.940140656250001,0.005,0.2650483250617981,894
0.0,0.8439450000000002,14.979243940818863,97,334,3.0,230.33500118099823,13.424488232966112,13.424488232966112,2,161.21627611396366,11,3738,37.91752577319588,-12.103676917525775,0.005,0.14687322080135345,909
211.09557082627245,0.8436000000000002,12.592202868397786,98,336,39.0,367.10992969490894,12.714913425061404,12.527421380570589,2,6.717344838081819,11,3761,38.142857142857146,-11.955940357142858,0.005,0.0756702721118927,915
309.4828536878215,0.8434200000000001,8.49219752431911,99,337,3.0,340.39819175308463,8.02768538575288,8.49219752431911,2,0.0,11,3773,37.98989898989899,-11.951480171717172,0.005,0.17366530001163483,918
,0.8434049999999996,,100,337,,,,,,,11,3773,37.73,-11.83602628,,,
225.88479917498424,0.8427749999999998,12.26692021095139,100,341,120.0,211.9847110841704,12.685838864178784,12.26692021095139,2,0.0,11,3816,37.73,-11.83602628,0.005,0.26037585735321045,928
293.1832214068695,0.8418749999999997,9.3094646125289,101,346,2.0,177.14680820711897,10.51062643642553,9.3094646125289,2,0.0,11,3876,38.1,-12.16622932,0.005,0.08419501036405563,943
232.09487658342073,0.8409749999999997,14.018814679413035,102,351,169.0,235.4834011395019,14.361706660709872,14.018814679413035,2,0.0,11,3936,38.1,-12.260642359999999,0.005,0.10249139368534088,958
344.35460190686945,0.8406899999999998,7.783727507471547,103,353,3.0,143.9509865102417,8.020687670157015,7.783727507471547,2,0.0,11,3955,38.1,-12.146900169999999,0.005,0.173793762922287,963
,0.8406750000000003,,104,353,,,,,,,11,3955,37.69,-11.910098139999997,,,
180.16305380270128,0.8402849999999998,12.466806555422023,104,355,80.0,335.92467464880303,12.748532733782,12.466806555422023,2,0.0,11,3982,37.69,-11.910098139999997,0.005,0.2552873492240906,970
165.42238321398827,0.84006,7.7550635261737835,105,357,3.0,359.4765625776279,7.993137755875559,7.7550635261737835,2,0.0,11,3997,37.75,-11.915287079999999,0.005,0.3887212872505188,974
472.7643361165449,0.83928,14.661476619358089,106,361,146.0,218.8021413047428,14.283199031171444,14.661476619358089,2,0.0,11,4049,37.48,-11.88006429,0.005,0.36104798316955566,987
318.14584430768105,0.83838,14.463202771163637,107,366,3.0,731.8118968660535,14.244569924212602,14.463202771163637,1,0.0,11,4109,37.85,-11.8983666,0.005,0.1737726628780365,1002
,0.8383650000000005,,108,366,,,,,,,11,4109,37.92,-11.536494070000002,,,
298.30997729738255,0.8383350000000004,23.520276017407532,108,367,3.0,398.5042502439448,23.46557456670313,23.520276017407532,0,0.0,11,4112,37.92,-11.536494070000002,,,
121.65061052873796,0.8380050000000001,9.692873022157626,109,369,3.0,480.84748806888547,9.990475374423077,9.692873022157626,2,0.0,11,4134,37.35,-11.53573265,0.005,0.24377655982971191,1008
248.34487466093256,0.8373450000000002,10.899729020236698,110,372,127.0,200.46422138324172,11.25617915952734,10.899729020236698,2,0.0,11,4178,37.49,-11.66799435,0.005,0.1746124029159546,1019
656.2740046274018,0.8368049999999997,9.5534070939715,111,376,2.0,242.85999479880377,8.952085808159772,9.5534070939715,2,0.0,11,4214,37.33,-11.5589419,0.005,0.5182851552963257,1028
,0.8367900000000001,,112,376,,,,,,,11,4214,37.09,-11.628259439999999,,,
328.9496055226096,0.8359049999999997,16.399243513619698,112,381,158.0,306.96056656014787,16.782837205899405,16.399243513619698,1,0.0,11,4274,37.09,-11.628259439999999,0.005,0.0856809914112091,1043
267.5163930711153,0.8354100000000004,16.905410675843243,113,384,3.0,561.7876918995687,16.736355159528895,16.905410675843243,2,0.0,11,4307,37.09,-11.597041169999997,0.005,0.3396870493888855,1051
355.98479570354766,0.8348850000000003,15.81529324847894,114,387,99.0,246.46325249101332,15.59053750960387,15.81529324847894,2,0.0,11,4342,36.82,-11.429838689999999,0.005,0.22265079617500305,1060
295.0355134213594,0.8340450000000003,0.006366982738173602,115,392,3.0,0.0,29.828991974022998,0.006366982738173602,2,150.76038842133482,11,4398,37.07,-11.440498590000002,0.005,0.11508937925100327,1074
,0.8340299999999998,,116,392,,,,,,,11,4398,37.39,-11.838332309999998,,,
288.56043755156963,0.8335349999999997,17.976160273149148,116,395,72.0,409.0974684493515,18.594090738447445,17.976160273149148,1,4.307439669180995,11,4432,37.39,-11.838332309999998,0.005,0.14118275046348572,1082
896.2065357237693,0.8326349999999997,7.98565262027385,117,401,2.0,273.6833478936643,7.511032990482633,7.98565262027385,2,0.0,11,4492,37.53,-11.68593341,0.005,0.29352623224258423,1097
329.55538673469823,0.8323050000000002,12.013425032640635,118,403,61.0,214.3891876340071,12.176160037445257,12.013425032640635,2,0.0,11,4514,37.83,-12.284438770000001,0.005,0.28067147731781006,1103
293.93992181533986,0.8314050000000002,16.2980544993434,119,408,3.0,817.6113722947576,15.954463022488024,16.2980544993434,1,0.0,11,4574,37.73,-12.367208090000002,0.005,0.20166286826133728,1118
,0.8313899999999996,,120,408,,,,,,,11,4574,38.09,-12.29873658,,,
300.4772478201024,0.830505,16.675631214494487,120,414,174.0,497.2429158654463,16.465777890271465,16.675631214494487,1,0.0,11,4634,38.09,-12.29873658,0.005,0.19922122359275818,1133
267.5104249922691,0.8302949999999998,8.089277118241398,121,415,2.0,381.0334868934119,8.324003180813428,8.089277118241398,2,0.0,11,4648,38.12,-12.15003382,0.005,0.13361530005931854,1136
217.8377088808384,0.8297550000000001,13.625392443781315,122,418,88.0,233.8329055586022,13.946024292925228,13.625392443781315,2,0.0,11,4684,37.66,-11.74174279,0.005,0.0518852137029171,1145
338.6816351331504,0.8294249999999999,7.748710625929277,123,420,3.0,173.88809034414373,7.986016806196776,7.748710625929277,2,0.0,11,4706,37.77,-11.92545646,0.005,0.1782100796699524,1151
,0.8294100000000002,,124,420,,,,,,,11,4706,37.39,-11.64614539,,,
