Avg_1_headway,Avg_1_speed,time/iterations,time/time_elapsed,Total_Lane_Changes,Avg_0_headway,Avg_0_speed,Avg_2_speed,Total_Crashed_Cras,Avg_2_headway,time/fps,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/clip_fraction,train/learning_rate,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/loss,train/n_updates,train/approx_kl,train/explained_variance
313.42775711171066,20.000040294915628,4408,29471,2.0,295.786032772231,20.000040294915628,20.000040294915628,0,0.0,8,253486,60.0,32.22628317,46.183833837509155,0.080859375,0.0003,-0.003563602128997445,0.2,-1.6231473997235297,21.817432403564453,4950,0.011080356,5.9604645e-08
299.7178889577405,20.515085827184567,4409,29477,83.0,293.57386722677575,20.495920909798173,20.515085827184567,0,0.0,8,253546,60.0,32.19734916,,,,,,,,,,
305.16067625725054,14.462019642597447,4410,29483,0.0,597.8391677601883,14.243371801134028,14.462019642597447,1,0.0,8,253606,60.0,32.751156269999996,,,,,,,,,,
307.64378768412865,20.39839650353065,4411,29490,31.0,289.3838141891723,20.371388324770283,20.39839650353065,0,0.0,8,253666,60.0,33.042273019999996,,,,,,,,,,
403.3070581857128,15.057416355524191,4412,29496,2.0,572.5150283870398,17.09107501326175,15.057416355524191,1,0.0,8,253726,60.0,33.05039485,,,,,,,,,,
291.31324176147217,16.08265348588201,4413,29503,97.0,337.4038442947391,16.657787576708635,16.08265348588201,1,0.0,8,253786,60.0,32.48973495,,,,,,,,,,
313.3175567558094,20.000235968637245,4414,29509,1.0,286.96046161135496,20.000235968637227,20.000235968637245,0,0.0,8,253846,60.0,32.29861819999999,,,,,,,,,,
293.4974055874414,20.590229238658605,4415,29516,58.0,290.0871531398216,20.577458312933764,20.590229238658605,0,0.0,8,253906,60.0,32.58821211,,,,,,,,,,
,,496,29521,,,,,,,8,253952,60.0,32.61866896,,,,,,,,,,
41.083035427710456,14.24337180113434,4416,29528,2.0,285.53580139487167,14.68066748406117,14.24337180113434,1,0.0,8,253966,60.0,32.61866896,30.212745189666748,0.101953125,0.0003,-0.0079155576066114,0.2,-1.5767922833561898,16.92894172668457,4960,0.0075601833,1.1920929e-07
306.18687239781787,20.393743413259227,4417,29534,75.0,284.40341657359767,20.380682559927582,20.393743413259227,0,0.0,8,254026,60.0,33.021742839999995,,,,,,,,,,
147.75788801097906,14.086720540639918,4418,29540,2.0,606.8543554727216,15.834191952242875,14.086720540639918,1,0.0,8,254086,60.0,33.01108294,,,,,,,,,,
286.3569461563516,20.224046780681263,4419,29546,46.0,298.09995766484786,20.24204667667685,20.224046780681263,0,0.0,8,254146,60.0,32.47445011,,,,,,,,,,
301.35924938749076,20.0000344139725,4420,29553,1.0,289.18400173680334,20.0000344139725,20.0000344139725,0,0.0,8,254206,60.0,33.003637919999996,,,,,,,,,,
296.83855907678895,20.518280544245293,4421,29559,73.0,287.8580741216106,20.489533168165703,20.518280544245293,0,0.0,8,254266,60.0,33.01988158,,,,,,,,,,
319.1861063884303,20.047250290153336,4422,29565,0.0,277.9337219137876,20.047249364058292,20.047250290153336,0,0.0,8,254326,60.0,33.54551609,,,,,,,,,,
316.7424328224889,19.380494842053132,4423,29572,68.0,274.9193360665801,19.312531292386666,19.380494842053132,1,0.0,8,254386,60.0,34.12171462,,,,,,,,,,
20.787934312190373,13.854313127083882,4424,29578,1.0,594.0560857191383,15.618865057695299,13.854313127083882,1,0.0,8,254446,60.0,34.54176538,,,,,,,,,,
,,497,29580,,,,,,,8,254464,60.0,34.65595038,,,,,,,,,,
275.5860436659346,15.404030578236547,4425,29590,60.0,616.1239959762073,15.244365197222686,15.404030578236547,1,0.0,8,254506,60.0,34.65595038,30.099275410175323,0.051171875,0.0003,-0.0047102704760618504,0.2,-1.5649485804140568,10.407980918884277,4970,0.005957736,-1.1920929e-07
322.78255836699464,15.887055489333765,4426,29595,2.0,697.1092187527645,15.53885893453068,15.887055489333765,1,0.0,8,254566,60.0,34.062041750000006,,,,,,,,,,
301.69289381269243,16.021701497814984,4427,29602,55.0,525.3410582962682,15.821536206999614,16.021701497814984,1,0.0,8,254626,60.0,34.071912020000006,,,,,,,,,,
563.7398736586372,8.090581296719723,4428,29608,3.0,646.968996453525,7.618054431215039,8.090581296719723,2,0.0,8,254686,60.0,34.324591100000006,,,,,,,,,,
274.19052661422813,19.106781877549004,4429,29615,118.0,277.30372875715017,19.198347531876035,19.106781877549004,1,0.0,8,254746,60.0,33.5282854,,,,,,,,,,
298.3909991688147,20.000000000000735,4430,29621,1.0,270.4217000869726,20.000000000000735,20.000000000000735,0,0.0,8,254806,60.0,33.63051326,,,,,,,,,,
275.0690548859119,16.59681695304823,4431,29628,1.0,490.7867561200562,16.441631334610967,16.59681695304823,1,0.0,8,254866,60.0,34.1713762,,,,,,,,,,
168.39057705774758,13.761932912170458,4432,29634,1.0,586.8283113589093,15.536493763312428,13.761932912170458,1,0.0,8,254926,60.0,34.20879865,,,,,,,,,,
,,498,29640,,,,,,,8,254976,60.0,33.62670615,,,,,,,,,,
295.7004411074602,20.219898264213153,4433,29647,30.0,287.09239028891477,20.23195395880869,20.219898264213153,0,0.0,8,254986,60.0,33.62670615,46.53128333091736,0.0623046875,0.0003,-0.004993893770733848,0.2,-1.5241196617484092,17.5181827545166,4980,0.0061492594,0.0
297.4744085149823,20.00117844815705,4434,29652,1.0,283.86435885081664,20.001178448150466,20.00117844815705,0,0.0,8,255046,60.0,34.088127469999996,,,,,,,,,,
293.03226126109024,20.433114628871483,4435,29659,34.0,289.8219346533247,20.413949711485085,20.433114628871483,0,0.0,8,255106,60.0,34.079498029999996,,,,,,,,,,
170.98556684968344,13.761986519302326,4436,29665,3.0,581.4141518452877,15.536541851207522,13.761986519302326,1,0.0,8,255166,60.0,34.64777214,,,,,,,,,,
266.3820139987591,19.42683844579148,4437,29672,29.0,283.8855010152755,19.53799143412358,19.42683844579148,1,0.0,8,255226,60.0,34.05391991,,,,,,,,,,
190.3839837134633,13.761929923240874,4438,29678,1.0,575.6034492508425,15.53649108211448,13.761929923240874,1,0.0,8,255286,60.0,33.921658210000004,,,,,,,,,,
303.74656866424993,20.297499386350133,4439,29684,85.0,285.54462492138833,20.325525835256467,20.297499386350133,0,0.0,8,255346,60.0,33.34624929,,,,,,,,,,
309.78180257701706,20.000000000000014,4440,29691,0.0,287.47562503997256,20.000000000000014,20.000000000000014,0,0.0,8,255406,60.0,33.9324027,,,,,,,,,,
298.3472067750562,20.323119201866913,4441,29697,90.0,286.50216020890326,20.306083719745683,20.323119201866913,0,0.0,8,255466,60.0,33.944331639999994,,,,,,,,,,
,,499,29700,,,,,,,8,255488,60.0,34.512718559999996,,,,,,,,,,
0.0,15.536490453186323,4442,29710,2.0,309.5036321216139,13.761929222128156,13.761929222128156,2,256.54120948923105,8,255526,60.0,34.512718559999996,32.26189988851547,0.04140625,0.0003,-0.0023324914451222866,0.2,-1.4997138261795044,12.61266040802002,4990,0.005600951,5.9604645e-08
273.79278841631003,20.354622758705375,4443,29715,79.0,302.5749076515163,20.322337438085373,20.325531590983108,0,4.205593598184116,8,255586,60.0,34.042414,,,,,,,,,,
164.692048380296,14.243371801174447,4444,29722,3.0,280.7835060735754,14.680667484100274,14.243371801174447,1,0.0,8,255646,60.0,34.93048506,,,,,,,,,,
300.6847283490451,15.03395219504166,4445,29728,3.0,384.1500914136907,15.915460544368655,15.03395219504166,1,0.0,8,255706,60.0,34.71771011,,,,,,,,,,
0.0,8.41182306270322,4446,29734,1.0,488.7886484781352,7.451033678898613,7.451033678898613,2,161.54458081562848,8,255766,60.0,34.29791316,,,,,,,,,,
303.98867795645265,15.394124239150099,4447,29741,79.0,386.3155801557298,16.09140862576132,15.378373593513958,1,2.6482718166496473,8,255826,60.0,33.64715174,,,,,,,,,,
311.87350395823,20.00689601775217,4448,29747,1.0,296.9777551767147,20.00689601528596,20.00689601775217,0,0.0,8,255886,60.0,33.09435986,,,,,,,,,,
284.788208068732,20.373973095345924,4449,29754,15.0,303.89113032557674,20.36864950714261,20.373973095345924,0,0.0,8,255946,60.0,33.68257193,,,,,,,,,,
,,500,29760,,,,,,,8,256000,60.0,34.15592218,,,,,,,,,,
